82
4622	3225	2744	2604	2450	1661	818	670	9.99999e+008	2065	2213	3222	4194	5776	6009	6258	6550	6741	7078	7643	6922	7187	7672	7964	8177	8402	8784	9191	9749	9786	9849	10213	10461	8693	9099	9402	9540	9733	9875	10033	10177	10421	10024	9814	9653	9094	9611	9880	10417	10646	9559	9548	9741	9791	9910	10094	10309	10741	10944	10998	11190	10192	10211	10398	10456	11120	11632	11385	11061	10716	10755	10887	11072	11299	11389	11632	11297	11527	12231	11790	11724	10519	
3013	2358	1561	1737	840	792	1616	1407	1944	9.99999e+008	665	1674	2646	4228	4461	4710	5002	5193	5530	6095	5374	5639	6124	6416	6629	6854	7236	7643	8201	8238	8301	8665	8913	7145	7551	7854	7992	8185	8327	8485	8629	8873	8476	8266	8105	7546	8063	8332	8869	9098	8011	8000	8193	8243	8362	8546	8761	9193	9396	9450	9642	8644	8663	8850	8908	9572	10084	9836	9512	9168	9207	9339	9524	9751	9840	10084	9749	9979	10683	10242	10176	8971	
3428	2592	1976	1971	1255	1028	1852	1643	2181	473	9.99999e+008	1183	2155	3737	3970	4219	4511	4702	5039	5604	4883	5148	5633	5925	6138	6363	6745	7152	7710	7747	7810	8174	8422	6654	7060	7363	7501	7694	7836	7994	8138	8382	7985	7775	7614	7055	7572	7841	8378	8607	7520	7509	7702	7752	7871	8055	8270	8702	8905	8959	9151	8153	8172	8359	8417	9081	9593	9346	9022	8677	8716	8848	9033	9260	9350	9593	9258	9488	10192	9751	9685	8480	
3743	2971	2292	2350	1571	1405	2238	2029	2567	789	386	9.99999e+008	2042	3624	3857	4106	4398	4589	4926	5491	4770	5035	5520	5812	6025	6250	6632	7039	7597	7634	7697	8061	8309	6541	6947	7250	7388	7581	7723	7881	8025	8269	7872	7662	7501	6942	7459	7728	8265	8494	7407	7396	7589	7639	7758	7942	8157	8589	8792	8846	9038	8040	8059	8246	8304	8968	9480	9233	8909	8564	8603	8735	8920	9147	9237	9480	9145	9375	10079	9638	9572	8367	
5790	4946	4339	4325	3618	3380	4285	4076	4614	2836	2433	2047	9.99999e+008	1582	1815	2064	2356	2547	2884	3449	2728	2993	3478	3770	3983	4208	4590	4997	5555	5592	5655	6019	6267	4499	4905	5208	5346	5539	5681	5839	5983	6227	5830	5620	5459	4900	5417	5686	6223	6452	5365	5354	5547	5597	5716	5900	6115	6547	6750	6804	6996	5998	6017	6204	6262	6926	7438	7191	6867	6522	6561	6693	6878	7105	7195	7438	7103	7333	8037	7596	7530	6325	
6806	5961	5354	5340	4633	4395	5301	5092	5630	3851	3449	3063	2889	9.99999e+008	570	819	1110	1302	1638	2203	1482	1748	2232	2525	2738	2963	3345	3752	4310	4347	4410	4773	5022	3254	3660	3962	4101	4294	4435	4594	4738	4982	4585	4374	4213	3655	4171	4440	4978	5207	4120	4109	4302	4352	4471	4654	4870	5301	5505	5559	5750	4752	4772	4959	5016	5681	6192	5945	5621	5277	5316	5448	5633	5860	5949	6193	5858	6088	6791	6351	6285	5080	
7673	6828	6221	6207	5500	5262	6168	5959	6497	4718	4316	3930	3756	867	9.99999e+008	249	541	732	1069	1634	913	1178	1663	1955	2168	2393	2775	3182	3740	3777	3840	4204	4452	2684	3090	3393	3531	3724	3866	4024	4168	4412	4015	3805	3644	3085	3602	3871	4408	4637	3550	3539	3732	3782	3901	4085	4300	4732	4935	4989	5181	4183	4202	4389	4447	5111	5623	5375	5051	4707	4746	4878	5063	5290	5379	5623	5288	5518	6222	5781	5715	4510	
7539	6695	6088	6074	5367	5129	6034	5825	6363	4585	4182	3796	3623	734	1304	9.99999e+008	433	624	961	1526	805	1070	1555	1848	2060	2285	2667	3074	3632	3669	3732	4096	4344	2577	2983	3285	3423	3616	3758	3916	4060	4304	3908	3697	3536	2977	3494	3763	4300	4529	3442	3431	3624	3674	3793	3977	4192	4624	4827	4881	5073	4075	4094	4281	4339	5003	5515	5268	4944	4600	4638	4770	4955	5182	5272	5515	5180	5411	6114	5673	5607	4402	
7755	6911	6304	6290	5583	5345	6250	6041	6579	4801	4398	4012	3838	950	1519	233	9.99999e+008	587	924	1489	747	1012	1497	1790	2002	2227	2474	2881	3595	3632	3695	4059	4151	2519	2925	3110	3341	3534	3676	3722	3867	4110	3850	3573	3478	2919	3436	3705	4107	4335	3384	3373	3566	3616	3735	3919	4134	4566	4633	4688	4897	4017	4036	4223	4281	4946	5404	5210	4886	4542	4580	4712	4897	5124	5214	5457	5122	5353	6056	5615	5549	4208	
8059	7215	6608	6594	5887	5649	6554	6345	6883	5105	4702	4316	4143	1254	1823	636	644	9.99999e+008	452	1017	1016	1281	1765	2058	1912	2199	2068	2475	3124	3161	3224	3587	3745	2490	2532	2704	2871	3063	3206	3505	3650	3893	3407	3167	3231	2878	3169	3436	3808	4118	3137	3344	3537	3587	3509	3692	3790	4258	4408	4463	4672	3820	4007	4194	4087	4698	5179	5003	4680	4339	4378	4683	4775	4980	5008	5313	5093	5324	5911	5470	5404	3983	
8396	7551	6944	6930	6223	5985	6891	6682	7220	5441	5039	4653	4479	1590	2160	972	980	452	9.99999e+008	567	1352	1617	2102	2395	2359	2646	2515	2923	2673	2710	2773	3137	3592	2937	2979	3151	3323	3438	3354	3164	3309	3552	3602	3615	3678	3325	3616	3884	3549	3777	3584	3791	3984	4034	3956	4139	4242	4517	4075	4130	4339	4267	4454	4641	4534	4489	4846	4887	5132	4786	4825	5130	5222	5335	5128	5113	5540	5771	6358	5917	5515	3650	
8961	7871	7388	7250	6788	6305	7129	6920	7458	6006	5604	5218	5044	2155	2725	1537	1545	1017	567	9.99999e+008	1917	2182	2667	2960	2924	3211	3080	2839	2171	2208	2271	2635	3090	3502	3465	3068	2882	2935	2852	2662	2807	3050	3100	3232	3735	3626	3450	3499	3047	3275	3823	4206	4293	4317	4163	3998	3772	4015	3573	3628	3837	4333	4672	4828	4560	3986	4344	4384	4662	4783	4851	5222	4977	4833	4625	4611	5532	5656	5918	5477	5013	3148	
8180	7335	6728	6714	6007	5769	6675	6466	7004	5225	4823	4437	4263	1374	1944	658	425	1012	1349	1914	9.99999e+008	488	972	1265	1477	1703	2084	2491	3304	3170	3355	3577	3761	1994	2400	2702	2841	3034	3175	3333	3477	3721	3325	3114	2953	2395	2911	3180	3717	3946	2860	2849	3042	3092	3211	3394	3610	4041	4244	4298	4490	3492	3512	3699	3756	4421	4932	4685	4361	4017	4056	4188	4373	4600	4689	4933	4598	4828	5531	5090	5024	3819	
8466	7622	7015	7001	6294	6056	6961	6752	7290	5512	5109	4723	4549	1661	2230	944	711	1298	1635	2200	335	9.99999e+008	690	983	1196	1421	1803	2210	3023	2889	3074	3296	3480	1712	2118	2421	2559	2752	2894	3052	3196	3440	3043	2832	2672	2113	2630	2898	3436	3665	2578	2567	2760	2810	2929	3113	3328	3759	3963	4017	4209	3211	3230	3417	3475	4139	4651	4403	4079	3735	3774	3906	4091	4318	4407	4651	4316	4546	5250	4809	4743	3538	
8952	8108	7501	7487	6780	6542	7447	7238	7776	5998	5595	5209	5035	2147	2716	1430	1197	1784	2121	2686	821	534	9.99999e+008	835	1048	1273	1655	2062	2875	2741	2926	3148	3332	1564	1970	2272	2411	2604	2746	2904	3048	3292	2895	2684	2523	1965	2482	2750	3288	3517	2430	2419	2612	2662	2781	2964	3180	3611	3815	3869	4061	3063	3082	3269	3327	3991	4503	4255	3931	3587	3626	3758	3943	4170	4259	4503	4168	4398	5102	4661	4595	3390	
9258	8414	7807	7793	7086	6848	7753	7544	8082	6304	5901	5515	5341	2453	3022	1736	1503	2090	2427	2992	1127	840	344	9.99999e+008	258	483	865	1272	2085	1951	2136	2358	2542	774	1180	1482	1621	1814	1955	2114	2258	2502	2105	1894	1733	1175	1691	1960	2498	2727	1640	1629	1822	1872	1991	2174	2390	2821	3025	3079	3270	2272	2292	2479	2536	3201	3712	3465	3141	2797	2836	2968	3153	3380	3469	3713	3378	3608	4311	3871	3805	2600	
9471	8626	8019	8005	7298	7060	7966	7757	8295	6516	6114	5728	5554	2665	3235	1949	1716	2076	2412	2977	1339	1053	557	258	9.99999e+008	287	607	1014	1827	1693	1878	2100	2284	578	984	1243	1424	1617	1759	1856	2000	2244	1909	1698	1537	979	1495	1764	2240	2469	1444	1432	1625	1675	1794	1978	2193	2625	2767	2821	3030	2076	2095	2282	2340	3005	3516	3269	2945	2601	2639	2771	2956	3183	3273	3516	3181	3412	4115	3674	3608	2342	
9696	8851	8244	8230	7523	7285	8191	7982	8520	6741	6339	5953	5779	2890	3460	2174	1941	2363	2699	3264	1564	1278	782	483	287	9.99999e+008	438	1157	1854	1720	1905	2156	2311	343	749	1051	1189	1382	1524	1823	1968	2160	1674	1463	1302	744	1260	1529	2075	2385	1209	1197	1390	1440	1560	1743	1959	2390	2675	2730	2839	1841	1860	2047	2105	2770	3281	3034	2710	2366	2404	2536	2721	2948	3038	3282	2946	3177	3880	3439	3373	2250	
9931	9086	8479	8465	7758	7520	8426	8217	8755	6976	6574	6188	6014	3125	3695	2556	2323	2232	2569	3071	1946	1660	1164	865	607	438	9.99999e+008	719	1532	1399	1584	1806	1989	629	465	863	1001	1194	1336	1561	1706	1949	1538	1324	1164	811	1122	1390	1937	2174	1070	1413	1566	1612	1442	1625	1841	2309	2472	2527	2736	1753	2020	2207	2020	2684	3196	2995	2667	2272	2311	2683	2708	2913	2945	3246	3093	3331	3844	3403	3337	2047	
10338	9494	8887	8873	8166	7928	8833	8624	9162	7384	6981	6595	6421	3533	4102	2963	2730	2639	2976	2818	2353	2067	1571	1272	1014	1157	719	9.99999e+008	1279	1146	1331	1427	1643	998	626	229	460	653	795	1094	1239	1482	997	692	970	863	694	961	1397	1707	1067	1465	1537	1561	1407	1241	1350	1818	1997	2052	2261	1576	1915	2071	1803	2258	2768	2563	2240	2026	2094	2465	2441	2555	2568	2889	2875	3113	3598	3157	2980	1572	
10626	9782	9175	9161	8454	8216	9121	8912	9450	7672	7269	6883	6709	3821	4390	3251	3018	3239	2810	2308	2641	2355	1859	1560	1302	1445	1007	755	9.99999e+008	427	612	950	1133	1619	1247	943	711	904	895	705	850	1093	1143	1061	1564	1455	1279	1328	1090	1318	1652	2035	2122	2146	1992	1827	1601	2058	1616	1671	1880	2162	2501	2657	2389	2029	2387	2427	2491	2612	2680	3051	2806	2806	2668	2654	3361	3599	3961	3520	3056	1191	
10872	9985	9421	9364	8700	8419	9242	9033	9571	7918	7515	7129	6955	4067	4636	3497	3264	3130	2680	2177	2887	2601	2105	1806	1548	1691	1253	1001	246	9.99999e+008	185	587	969	1725	1354	1049	818	814	731	541	686	929	979	1191	1695	1590	1418	1459	925	1154	1790	2164	2261	2285	2130	1966	1732	1894	1452	1506	1715	2299	2638	2796	2527	1865	2223	2263	2622	2744	2812	3183	2935	2712	2504	2490	3469	3535	3796	3356	2892	1027	
11057	10092	9606	9471	8885	8526	9350	9141	9679	8103	7700	7314	7140	4252	4821	3682	3449	3238	2787	2285	3072	2786	2290	1991	1733	1876	1438	1186	431	185	9.99999e+008	407	913	1910	1539	1234	1003	999	916	726	871	1114	1164	1376	1880	1775	1603	1644	1110	1339	1975	2349	2446	2470	2315	2151	1917	2079	1637	1691	1900	2484	2823	2981	2712	2050	2408	2448	2807	2929	2997	3368	3120	2897	2689	2675	3654	3720	3981	3541	3077	1212	
11402	10557	9950	9936	9229	8991	9897	9688	10226	8447	8045	7659	7485	4596	5166	4027	3794	3703	3372	2870	3417	3131	2635	2336	2078	2166	1783	1437	909	892	707	9.99999e+008	612	1885	1513	1209	977	974	890	700	600	843	1138	1350	1854	1749	1577	1618	1084	1068	1949	2323	2420	2444	2289	2125	1891	2053	1611	1665	1818	2458	2797	2955	2686	2024	2382	2422	2781	2903	2971	3342	3095	2871	2663	2649	3628	3694	3956	3515	3051	1186	
11608	10763	10156	10142	9435	9197	10103	9894	10432	8653	8251	7865	7691	4802	5372	4233	4000	3909	3578	3076	3623	3337	2841	2542	2284	2372	1989	1643	1115	982	913	634	9.99999e+008	2091	1719	1415	1183	1180	1096	906	806	1049	1344	1556	2060	1955	1783	1824	1290	1274	2155	2529	2626	2650	2495	2331	2097	2259	1817	1871	2024	2664	3003	3161	2892	2230	2588	2628	2987	3109	3177	3548	3301	3077	2869	2855	3834	3900	4162	3721	3257	1392	
9987	9143	8536	8522	7815	7577	8482	8273	8811	7033	6630	6244	6070	3182	3751	2465	2232	2654	2990	3555	1856	1569	1073	774	578	343	629	998	1862	1728	1913	1875	2091	9.99999e+008	406	769	908	1101	1242	1542	1687	1878	1392	1181	1020	512	979	1247	1793	2103	927	916	1109	1159	1278	1461	1677	2108	2393	2448	2558	1560	1579	1766	1823	2488	2999	2752	2428	2084	2123	2255	2440	2667	2756	3000	2665	2895	3599	3158	3092	1968	
10393	9549	8942	8928	8221	7983	8888	8679	9217	7439	7036	6650	6476	3588	4157	2871	2638	2696	3032	3444	2262	1975	1479	1180	984	749	465	626	1490	1357	1542	1503	1719	406	9.99999e+008	398	536	729	871	1170	1315	1558	1073	859	699	346	657	925	1472	1783	605	948	1101	1132	977	1160	1376	1844	2072	2127	2293	1288	1555	1742	1555	2219	2731	2530	2202	1807	1846	2218	2243	2448	2480	2781	2628	2866	3379	2938	2872	1647	
10567	9723	9116	9102	8395	8157	9062	8853	9391	7613	7210	6824	6650	3762	4331	3173	2940	2868	3204	3047	2564	2277	1782	1482	1242	1051	863	229	1186	1053	1238	1199	1415	769	398	9.99999e+008	232	425	567	866	1011	1254	769	464	742	634	465	733	1169	1479	838	1236	1308	1332	1178	1012	1122	1590	1769	1824	2033	1347	1686	1842	1574	2030	2540	2335	2012	1797	1865	2236	2213	2327	2340	2661	2646	2884	3369	2928	2752	1344	
10798	9954	9347	9333	8626	8388	9293	9084	9622	7844	7441	7055	6881	3993	4562	3312	3079	3035	3417	2915	2702	2416	1920	1621	1424	1189	1001	460	954	821	1006	967	1183	908	536	232	9.99999e+008	193	335	634	779	1022	537	378	880	773	604	645	937	1247	977	1352	1447	1471	1316	1151	919	1387	1537	1592	1801	1486	1825	1981	1713	1827	2308	2132	1809	1931	1999	2370	2124	2124	2137	2458	2679	2917	3303	2862	2549	1112	
10991	10147	9540	9526	8819	8581	9486	9277	9815	8037	7634	7248	7074	4186	4755	3505	3272	3227	3413	2911	2895	2609	2113	1814	1617	1382	1194	653	951	818	1003	964	1180	1101	729	425	193	9.99999e+008	332	631	776	830	344	378	883	966	607	647	745	1055	978	1352	1448	1473	1318	1154	919	1387	1345	1400	1609	1486	1825	1983	1716	1759	2116	2132	1809	1931	1999	2370	2124	2124	2137	2383	2679	2917	3303	2862	2549	920	
11133	10289	9682	9668	8961	8723	9628	9419	9957	8179	7776	7390	7216	4328	4897	3646	3413	3370	3330	2828	3037	2750	2255	1955	1759	1524	1336	795	867	734	919	880	1096	1242	871	567	335	332	9.99999e+008	547	692	687	249	460	965	1107	688	729	602	912	1060	1434	1530	1555	1400	1236	1001	1469	1202	1257	1466	1568	1907	2065	1797	1616	1973	2014	1891	2013	2081	2452	2206	2206	2219	2240	2761	2999	3385	2944	2631	777	
11296	10451	9844	9830	9123	8885	9791	9582	10120	8341	7939	7553	7379	4490	5060	3920	3687	3716	3265	2763	3310	3024	2528	2229	1971	1949	1677	1220	803	670	855	690	906	1667	1296	991	760	756	673	9.99999e+008	145	388	563	977	1279	1530	1002	1043	510	613	1374	1748	1845	1869	1714	1550	1316	1479	1036	1091	1300	1883	2222	2380	2111	1450	1807	1848	2206	2328	2396	2767	2520	2296	2089	2074	3053	3119	3381	2940	2476	612	
11270	10425	9818	9804	9097	8859	9765	9556	10094	8315	7913	7527	7353	4464	5034	3895	3662	3690	3240	2738	3285	2999	2503	2204	1946	1923	1651	1194	777	644	829	665	880	1642	1270	966	734	731	647	100	9.99999e+008	362	538	951	1254	1505	977	1018	484	587	1349	1723	1820	1844	1689	1525	1291	1453	1011	1065	1274	1858	2197	2355	2086	1424	1782	1822	2181	2303	2371	2742	2495	2271	2063	2049	3028	3094	3356	2915	2451	586	
11558	10713	10106	10092	9385	9147	10053	9844	10382	8603	8201	7815	7641	4752	5322	4183	3950	3978	3528	3026	3573	3287	2791	2492	2234	2160	1939	1482	1065	932	1117	834	1049	1878	1555	1254	1022	830	687	388	288	9.99999e+008	486	900	1202	1453	925	966	433	225	1297	1671	1768	1792	1637	1473	1239	1402	959	843	975	1806	2145	2301	2032	1368	1632	1765	2126	2248	2316	2687	2416	2192	1994	1970	2949	3015	3277	2836	2372	526	
11318	10474	9867	9853	9146	8908	9813	9604	10142	8364	7961	7575	7401	4513	5082	3796	3563	3571	3578	3076	3187	2900	2404	2105	1934	1674	1534	997	1115	982	1167	1128	1344	1392	1069	769	537	344	249	438	583	486	9.99999e+008	414	716	967	439	480	401	711	811	1185	1282	1306	1151	987	753	1221	1001	1056	1265	1320	1659	1817	1548	1415	1772	1813	1643	1765	1833	2204	1958	1958	1971	2039	2513	2751	3137	2696	2383	576	
11030	10186	9579	9565	8858	8620	9525	9316	9854	8076	7673	7287	7113	4225	4794	3526	3293	3331	3668	3289	2917	2630	2134	1835	1639	1404	1120	692	1329	1196	1381	1342	1558	1061	655	464	378	378	663	851	996	900	414	9.99999e+008	505	756	229	269	815	1125	600	974	1070	1095	940	776	766	1234	1415	1470	1679	1110	1450	1606	1338	1674	2186	1979	1656	1555	1622	1994	1749	1971	1984	2305	2304	2542	3030	2589	2396	990	
10658	9814	9207	9193	8486	8248	9153	8944	9482	7704	7301	6915	6741	3853	4422	3136	2903	3057	3393	3695	2527	2240	1745	1445	1249	1014	826	877	1741	1608	1793	1754	1970	732	361	649	787	883	965	1154	1299	1202	716	505	9.99999e+008	351	303	571	1117	1427	439	813	935	981	862	850	1067	1534	1717	1772	1981	1138	1405	1592	1405	1973	2485	2278	1954	1635	1696	2068	2052	2269	2282	2603	2478	2716	3207	2766	2694	1292	
10412	9568	8961	8947	8240	8002	8907	8698	9236	7458	7055	6669	6495	3607	4176	2890	2657	3042	3378	3681	2280	1994	1498	1199	1003	768	811	863	1727	1593	1778	1740	1955	512	346	634	773	966	1107	1396	1541	1444	958	747	586	9.99999e+008	544	813	1359	1669	493	602	795	845	916	1093	1308	1740	1959	2014	2223	1192	1265	1452	1459	2124	2635	2434	2106	1711	1750	1941	2126	2352	2384	2685	2351	2581	3283	2842	2776	1534	
10905	10060	9453	9439	8732	8494	9400	9191	9729	7950	7548	7162	6988	4099	4669	3383	3150	3333	3669	3512	2773	2486	1991	1691	1495	1260	1122	694	1554	1421	1606	1567	1783	979	657	465	604	607	688	877	1022	925	439	229	303	554	9.99999e+008	280	816	1127	373	771	843	867	713	549	764	1232	1416	1471	1680	884	1223	1379	1110	1672	2184	1977	1653	1334	1402	1773	1761	1968	1981	2302	2183	2421	2906	2465	2393	991	
11173	10329	9722	9708	9001	8763	9668	9459	9997	8219	7816	7430	7256	4368	4937	3651	3418	3600	3937	3556	3042	2755	2260	1960	1764	1529	1389	961	1595	1462	1647	1608	1824	1247	924	733	645	647	729	918	1063	966	480	269	571	822	295	9.99999e+008	549	859	332	805	802	826	671	507	497	965	1149	1204	1413	842	1181	1337	1069	1405	1917	1710	1387	1286	1354	1725	1481	1702	1715	2036	2036	2274	2762	2321	2127	724	
11555	10710	10103	10089	9382	9144	10050	9841	10379	8600	8198	7812	7638	4749	5319	4180	3947	3972	3525	3022	3570	3284	2788	2489	2231	2075	1935	1397	1062	929	1114	1075	1291	1793	1470	1169	937	745	602	385	530	433	401	815	1117	1368	816	549	9.99999e+008	311	867	1340	1337	1362	1207	1043	808	1043	600	655	864	1375	1714	1872	1605	1014	1371	1412	1698	1820	1888	2259	2013	1860	1653	1638	2568	2683	2945	2504	2040	175	
11783	10938	10331	10317	9610	9372	10278	10069	10607	8828	8426	8040	7866	4977	5547	4408	4175	4203	3753	3251	3798	3512	3016	2717	2459	2385	2164	1707	1290	1157	1342	1059	1274	2103	1780	1479	1247	1055	912	613	513	225	711	1125	1427	1678	1127	859	311	9.99999e+008	1178	1651	1648	1672	1518	1354	1119	1223	781	618	795	1630	1970	2121	1852	1188	1452	1585	1946	2068	2136	2507	2236	2012	1814	1790	2769	2835	3097	2656	2192	301	
10855	10010	9403	9389	8682	8444	9350	9141	9679	7900	7498	7112	6938	4049	4619	3333	3100	3312	3648	3883	2723	2437	1941	1642	1445	1210	1081	1065	1926	1793	1978	1939	2155	929	616	837	975	978	1060	1249	1394	1297	811	600	439	504	373	332	867	1178	9.99999e+008	473	496	542	423	600	819	1247	1467	1522	1697	699	966	1153	966	1631	2142	1886	1562	1218	1257	1629	1654	1859	1890	2192	2039	2277	2790	2349	2283	1042	
10842	9997	9390	9376	8669	8431	9337	9128	9666	7887	7485	7099	6925	4036	4606	3320	3087	3508	3844	4261	2710	2424	1928	1629	1432	1197	1413	1465	2300	2167	2352	2313	2529	916	948	1236	1352	1352	1434	1623	1768	1671	1185	974	813	602	771	803	1339	1650	473	9.99999e+008	193	422	574	758	973	1407	1708	1872	1856	858	663	850	1122	1787	2298	2097	1769	1381	1419	1341	1718	1945	2054	2278	1751	1989	2876	2435	2369	1514	
11035	10190	9583	9569	8862	8624	9530	9321	9859	8080	7678	7292	7118	4229	4799	3513	3280	3701	4037	4355	2903	2617	2121	1822	1625	1390	1578	1537	2397	2264	2449	2410	2626	1109	1113	1308	1447	1448	1531	1720	1865	1768	1282	1070	936	795	843	802	1337	1648	497	193	9.99999e+008	229	381	565	780	1214	1515	1679	1663	665	470	657	929	1594	2105	1859	1535	1188	1226	1148	1525	1752	1861	2085	1558	1796	2683	2242	2176	1512	
11085	10240	9633	9619	8912	8674	9580	9371	9909	8130	7728	7342	7168	4279	4849	3563	3330	3751	4087	4379	2953	2667	2171	1872	1675	1440	1628	1561	2421	2288	2473	2434	2650	1159	1145	1332	1471	1473	1555	1744	1889	1792	1306	1095	986	845	867	826	1362	1672	547	422	229	9.99999e+008	155	338	554	985	1286	1450	1434	436	425	612	700	1365	1876	1629	1305	961	999	1103	1316	1543	1633	1877	1513	1751	2475	2034	1968	1537	
11204	10359	9752	9738	9031	8793	9699	9490	10028	8249	7847	7461	7287	4398	4968	3682	3449	3686	4022	4225	3072	2786	2290	1991	1794	1560	1455	1407	2266	2133	2318	2279	2495	1278	990	1178	1316	1318	1400	1589	1734	1637	1151	940	890	955	713	671	1207	1518	451	574	381	155	9.99999e+008	184	399	860	1161	1325	1309	311	578	765	578	1242	1754	1498	1174	830	869	1241	1266	1471	1502	1804	1651	1889	2402	1961	1895	1382	
11387	10543	9936	9922	9215	8977	9882	9673	10211	8433	8030	7644	7470	4582	5151	3865	3632	3870	4206	4059	3256	2969	2474	2174	1978	1743	1639	1241	2102	1969	2154	2115	2331	1461	1174	1012	1151	1154	1236	1425	1570	1473	987	776	850	1103	549	507	1043	1354	600	758	565	338	184	9.99999e+008	235	684	985	1149	1133	335	674	830	562	1123	1635	1428	1104	785	853	1224	1221	1419	1432	1753	1634	1872	2357	1916	1844	1218	
