59
4451	3335	4529	6950	4386	2924	5611	2163	2605	9.99999e+008	645	349	752	758	1112	1112	1865	2063	2398	1807	2057	2042	2237	2386	2530	2543	3179	3224	2968	3346	3582	3328	3821	4363	3571	3702	3782	3899	4860	4641	5649	5523	4646	4596	5541	5758	5150	5118	5733	5623	6204	5573	5464	5925	6019	6219	6459	592	3067	
5115	3998	5192	7613	5028	3756	6253	2995	3247	832	9.99999e+008	740	1394	1149	1754	1754	2507	1418	2943	1664	1880	2366	2103	2710	2396	2409	3045	3090	2834	3212	3179	3434	4463	4736	3677	3568	3648	3766	5233	4635	6022	5492	4640	4590	5535	5900	5016	5112	5599	5617	6198	5618	5509	5971	6064	6085	6505	459	2615	
4805	3689	4883	7304	4740	3278	5965	2517	2959	354	824	9.99999e+008	1106	409	1466	1466	2219	1978	2738	1614	1870	2115	2050	2459	2343	2356	2992	3037	2781	3159	3282	3382	4160	4683	3625	3515	3595	3713	5180	4582	5969	5438	4587	4537	5482	5847	4963	5059	5546	5564	6145	5565	5456	5918	6011	6032	6452	406	2718	
4508	3391	4273	6499	3634	2388	4859	1627	1854	752	1394	1101	9.99999e+008	702	361	586	1114	2382	1695	1830	2274	1516	1936	1860	2124	2498	2901	2842	2923	3301	3538	2802	3116	3659	3045	3657	3737	3528	4156	4115	4945	4972	4120	4070	5015	5054	4986	4592	5568	5097	5678	5047	4938	5399	5493	6174	5933	1344	3011	
5747	4630	5583	7809	4944	3627	6169	2866	3049	1497	1381	1196	1310	9.99999e+008	1671	1671	2309	1682	2330	1207	1574	1708	1754	2052	2047	2060	2696	2741	2485	2863	2873	2993	3753	4295	3236	3219	3299	3417	4792	4286	5581	5063	4291	4241	5186	5551	4667	4763	5250	5268	5849	5238	5129	5591	5684	5736	6125	962	2309	
4868	3751	4634	6860	3995	2749	5220	1988	1503	1112	1754	1461	361	1062	9.99999e+008	475	763	2742	1344	1664	2635	1307	1688	1651	1877	2329	2654	2594	2688	3115	3368	2556	2755	3298	2794	3422	3502	3277	3795	3864	4584	4621	3869	3819	4701	4693	4735	4341	5317	4846	5414	4796	4686	5148	5242	5939	5682	1704	3045	
4868	3751	4859	6977	4220	2749	5445	1988	1682	1112	1754	1461	586	1062	404	9.99999e+008	942	2742	1286	1244	2528	930	1350	1274	1538	1912	2315	2256	2337	2715	2952	2216	2709	3251	2459	3071	3151	2942	3748	3529	4537	4411	3534	3484	4429	4646	4400	4006	4982	4511	5092	4461	4352	4813	4907	5588	5347	1704	2628	
4448	3331	4213	6439	3574	2328	4799	1567	740	2073	2715	2422	1321	2023	970	1445	9.99999e+008	3481	1568	1888	3169	1531	1912	1875	2100	2552	2877	2818	2911	3338	3592	2779	2979	3521	3018	3645	3725	3500	4018	4088	4807	4845	4093	4043	4924	4916	4958	4565	5541	5070	5637	5020	4910	5372	5465	6162	5906	2665	3269	
6016	4899	6129	8550	5964	4360	7189	3598	3618	1564	937	1263	2316	1672	2676	2676	2878	9.99999e+008	2905	1482	969	2184	2097	2528	2332	1711	2849	2585	1854	2226	2268	3238	4204	4390	3331	2588	2668	3325	4887	4194	5631	5051	4199	4149	5094	5459	4036	4671	4619	5176	5757	5177	5068	5530	5623	5105	5745	972	1704	
5079	3962	4820	7046	4181	2959	5156	2198	1371	2140	2783	2489	1389	2091	1038	1159	631	2918	9.99999e+008	1325	2606	1011	1349	1347	1537	1989	2314	2255	2348	2775	3029	2153	1923	2466	2395	3082	3162	2877	2963	3463	3752	3846	3470	3420	3869	3861	4335	3942	4918	4447	4582	4397	4287	4749	4842	5599	5283	2453	2705	
5858	4741	5623	7849	4984	3738	6001	2977	2150	1663	1547	1362	1608	1771	1817	1576	1410	1593	1331	9.99999e+008	1799	702	1122	1046	1310	1183	2087	2028	1608	1986	2223	1988	2853	3290	2231	2342	2422	2714	3787	3301	4576	4058	3306	3256	4201	4565	3790	3778	4373	4283	4864	4233	4123	4585	4679	4859	5119	1128	1899	
6426	5309	6262	8488	5623	4306	6848	3545	3468	2044	1872	1743	1989	2152	2350	2350	2728	935	2097	1799	9.99999e+008	1848	1257	1983	1548	871	2009	1745	1213	1608	1650	2398	3364	3550	2491	1947	2027	2485	4047	3354	4775	4211	3359	3309	4254	4619	3395	3831	3978	4336	4917	4337	4228	4690	4783	4464	5104	1510	1086	
5525	4408	5290	7516	4651	3405	5668	2644	1817	2205	2509	2324	1679	2155	1484	1093	1077	2483	629	1094	1677	9.99999e+008	420	344	608	1061	1385	1326	1419	1846	2100	1286	2487	2588	1529	2153	2233	2012	3085	2599	3874	3356	2604	2554	3499	3863	3470	3076	4052	3581	4162	3531	3422	3883	3977	4670	4417	2091	1777	
5919	4802	5589	7836	4971	3799	5996	3038	2211	2205	2089	1904	2229	2313	1878	1684	1471	2063	840	674	1257	591	9.99999e+008	726	666	641	1443	1488	1065	1444	1680	1667	2763	2963	1910	1799	1879	2164	3460	2980	4249	3737	2985	2935	3880	4244	3247	3457	3830	3962	4543	3912	3803	4265	4358	4316	4799	1671	1357	
5631	4514	5301	7548	4683	3511	5708	2750	1923	2524	2789	2604	1941	2474	1590	1412	1183	2763	552	1374	1957	319	700	9.99999e+008	888	1341	1665	1606	1699	2126	2380	1566	2475	2675	1809	2433	2513	2292	3172	2879	3961	3675	2884	2834	3779	4070	3750	3356	4333	3861	4442	3811	3702	4164	4257	4950	4698	2371	2057	
6025	4908	5696	7942	5078	3905	6102	3144	2317	2514	2398	2213	2287	2622	1984	1701	1577	2369	946	1106	1563	608	605	538	9.99999e+008	795	777	822	811	1238	1986	1167	2367	2468	1410	1545	1625	1498	2965	2367	3754	3224	2372	2322	3267	3632	2956	2844	3539	3349	3930	3350	3241	3703	3796	4062	4237	1980	1662	
6457	5340	6127	8374	5509	4337	6534	3576	2749	2683	2511	2382	2688	2791	2416	2221	2009	1574	1378	1080	768	1128	538	1263	829	9.99999e+008	1289	1025	576	954	1191	1679	2644	2831	1772	1310	1390	1765	3328	2634	4056	3491	2639	2589	3534	3899	2758	3111	3341	3616	4197	3617	3508	3970	4063	3827	4467	2149	867	
6307	5190	6072	8298	5433	4187	6524	3426	2599	3348	3423	3238	2617	3298	2266	2236	1859	3175	1374	2131	2369	1143	1524	824	1154	1601	9.99999e+008	1046	1490	1910	2773	390	1590	1691	633	1395	1419	1115	2188	1703	2977	2460	1708	1658	2603	2966	2573	2180	3156	2685	3266	2635	2525	2987	3080	4149	3521	3005	2468	
6572	5455	6249	8496	5631	4452	6610	3691	2864	3209	3093	2908	2882	3317	2532	2502	2124	2639	1640	1801	1833	1409	1300	1090	824	1065	266	9.99999e+008	954	1374	2237	655	1841	1952	898	1096	1176	962	2449	1831	3238	2688	1836	1786	2731	3096	2420	2308	3003	2813	3394	2814	2705	3167	3260	3613	3701	2675	1932	
6732	5615	6403	8649	5785	4612	6809	3851	3024	2929	2757	2628	2874	3037	2691	2408	2284	1820	1653	1608	1213	1315	1065	1245	707	679	1130	866	9.99999e+008	427	1290	1519	2366	2734	1675	734	814	1487	3231	2356	3777	3213	2361	2311	3256	3621	2182	2833	2765	3338	3919	3339	3230	3692	3785	3251	3891	2395	1000	
7351	6234	7021	9268	6403	5231	7428	4470	3643	3307	3135	3006	3253	3415	3310	3116	2903	2198	2272	1975	1593	2023	1432	2027	1489	1046	1550	1286	782	9.99999e+008	863	1939	2786	3092	2033	1154	542	1907	3589	2304	4174	3061	2309	2259	3204	3569	1910	2781	2493	3286	3867	3202	3374	3613	3599	2979	3619	2773	573	
7369	6252	7039	9286	6421	5249	7446	4488	3661	3314	3141	3013	3271	3422	3328	3134	2921	2205	2290	1992	1500	2041	1450	2176	1741	1064	2202	1938	1119	658	9.99999e+008	2591	3444	3743	2684	1812	1200	2565	4240	2962	4832	3719	2967	2917	3862	4227	2433	3439	3151	3944	4525	3726	3920	4011	3996	3376	4017	2779	591	
6669	5552	6434	8660	5795	4549	6816	3788	2961	3715	3821	3636	2979	3665	2628	2603	2221	3418	1743	2528	2612	1510	1891	1191	1551	1844	972	1289	1740	2127	2990	9.99999e+008	1201	1302	243	1006	1585	726	1799	1313	2588	2070	1318	1268	2213	2577	2184	1790	2767	2295	2876	2245	2136	2598	2691	3991	3132	3402	2700	
6564	5447	6222	8448	5583	4444	6558	3683	2856	3625	4049	3864	2874	3576	2523	2644	2116	3647	1485	2810	2841	1969	2350	1650	1780	2073	1201	1518	1968	2356	3219	961	9.99999e+008	719	472	1234	1813	954	1216	1540	2005	1923	1547	1497	2122	2114	2412	2019	2995	2524	2835	2474	2364	2826	2919	4220	3360	3631	2929	
7422	6305	7080	9306	6441	5302	7416	4541	3714	4483	4907	4722	3732	4434	3381	3502	2974	4450	2343	3668	3644	2772	3153	2453	2583	2876	2004	2321	2771	3159	4022	1819	858	9.99999e+008	1275	2037	2616	1757	497	1469	1286	1704	2071	2300	1403	1395	3216	1833	3798	2029	2116	2195	2563	3099	3193	5023	3633	4434	3732	
7271	6154	7036	9262	6397	5151	7488	4390	3563	3928	3813	3628	3581	4037	3230	3200	2823	3410	2338	2520	2604	2107	2020	1788	1543	1836	964	1281	1732	2119	2982	1354	958	1677	9.99999e+008	998	1577	782	2174	1077	2369	1834	1082	1032	1977	2334	2313	1554	2895	2059	2640	2009	1899	2361	2454	4120	2895	3394	2692	
7387	6270	7089	9336	6471	5267	7450	4506	3679	3663	3491	3362	3608	3771	3346	3116	2939	2554	2361	2342	1947	2023	1799	1909	1415	1413	1088	1007	734	1121	1984	1283	1632	2020	961	9.99999e+008	579	753	2517	1622	3043	2479	1627	1577	2522	2887	1683	2099	2266	2604	3185	2605	2496	2958	3051	3360	3492	3129	1694	
7520	6403	7191	9437	6573	5400	7597	4639	3812	3743	3571	3442	3688	3851	3479	3196	3072	2634	2441	2422	2027	2103	1879	2033	1495	1493	1352	1088	814	542	1405	1741	2363	2731	1672	731	9.99999e+008	1484	3228	1762	3632	2519	1767	1717	2662	3027	1368	2239	1951	2744	3325	2660	2832	3294	3388	2781	3422	3209	1115	
7376	6259	7141	9367	6502	5256	7498	4495	3668	4033	3917	3732	3686	4141	3335	3305	2928	3454	2425	2625	2647	2212	2124	1893	1648	1880	1069	1325	1716	2103	2966	1458	940	1659	1357	982	1561	9.99999e+008	2156	869	2351	1626	874	824	1769	2134	1862	1346	2445	1851	2432	1852	1743	2205	2298	3669	2739	3499	2676	
7771	6654	7429	9655	6790	5651	7765	4890	4063	4832	5201	5016	4081	4783	3730	3851	3323	4799	2692	4017	3993	3121	3502	2802	2932	3225	2353	2670	3162	3550	4413	2168	1207	1370	1624	2428	3007	1711	9.99999e+008	1107	789	1207	1574	1960	906	898	3241	1336	3824	1532	1619	1698	2066	2602	2696	5048	3136	4783	4092	
7834	6717	7492	9718	6853	5714	7828	4953	4126	4637	4521	4336	4144	4745	3793	3908	3386	3875	2755	3229	3251	2815	2728	2496	2252	2484	1672	1929	2055	2442	3305	2062	1270	1989	1687	1321	1900	604	2428	9.99999e+008	2681	1654	903	853	1798	2163	2134	1375	2717	1880	2461	1830	1720	2182	2276	3941	2716	4102	3015	
8758	7641	8416	10642	7777	6638	8752	5877	5050	5819	6185	6000	5068	5770	4717	4838	4310	5539	3679	4893	4915	4108	4392	3789	3916	4148	3336	3593	3719	4106	4969	3155	2194	2015	2611	2985	3564	2268	987	1664	9.99999e+008	1442	2081	2168	1091	954	3713	1521	4381	1588	1233	2034	2252	2536	2630	5605	3070	5766	4679	
8523	7406	8092	10318	7453	6403	8428	5642	4837	5606	5565	5380	4855	5557	4504	4625	4097	4920	3466	4273	4295	3860	3772	3541	3296	3528	2717	2973	3100	3487	4350	2942	1981	1803	2398	2366	2945	1648	774	1045	1114	9.99999e+008	1798	1885	808	800	3179	1238	3762	1434	1521	1600	1968	2504	2598	4986	3038	5147	4060	
8669	7552	8327	10553	7688	6549	8663	5788	4961	5730	5625	5440	4979	5681	4628	4749	4221	5162	3590	4333	4355	3919	3832	3600	3356	3588	2776	3033	3352	3336	3840	3066	2105	2555	2522	2618	2793	1708	1526	1297	1865	752	9.99999e+008	764	895	1212	2594	472	3176	977	1558	1162	1202	1664	1757	4401	2198	5207	3908	
8483	7366	8204	10451	7586	6363	8565	5602	4775	5140	5024	4839	4793	5248	4442	4412	4035	4551	3532	3732	3754	3319	3231	3000	2755	2987	2176	2432	2731	2571	3076	2565	2047	2766	2464	2017	2029	1107	2074	1403	2414	1300	724	9.99999e+008	1619	1936	1830	1196	2412	1535	2116	1225	1115	1577	1671	3637	2111	4606	3144	
8342	7225	8000	10226	7361	6222	8336	5461	4634	5403	5491	5306	4652	5354	4301	4422	3894	4845	3263	4199	4221	3692	3698	3373	3222	3454	2642	2899	3025	3412	4015	2739	1778	2228	2195	2291	2870	1574	1167	970	1088	425	1064	1077	9.99999e+008	365	2695	504	3354	777	864	943	1234	1696	1790	4579	2230	5072	3985	
9185	8068	8865	11091	8226	7065	9090	6304	5499	6268	6489	6304	5517	6219	5166	5287	4759	5843	4128	5197	5219	4557	4696	4238	4220	4452	3640	3897	4023	4410	5145	3604	2643	2464	3060	3289	3868	2572	1436	1968	826	1481	2120	2207	1130	9.99999e+008	3825	1560	4484	1519	1524	2010	2364	2467	2561	5709	3001	6070	4983	
8766	7649	8488	10735	7870	6646	8849	5885	5058	5042	4870	4741	4987	5150	4725	4515	4318	3933	3760	3721	3326	3422	3178	3288	2814	2792	2467	2387	2113	1953	2255	2662	2894	3399	2340	1399	1411	1954	3646	2250	3653	2823	2120	2137	2613	2930	9.99999e+008	2190	1497	2517	3098	2206	2097	2559	2652	3019	2588	4508	2526	
8550	7433	8208	10434	7569	6430	8544	5669	4842	5611	5699	5514	4860	5562	4509	4630	4102	5053	3471	4407	4429	3900	3906	3581	3430	3662	2850	3107	3233	3458	3961	2947	1986	2436	2403	2499	2916	1782	1407	1178	1463	633	1022	1168	423	740	2641	9.99999e+008	3299	649	1230	690	1180	1642	1735	4524	2176	5280	4031	
9897	8780	9555	11781	8916	7777	9891	7016	6189	6958	7046	6861	6207	6909	5856	5977	5449	6400	4818	5754	5776	5247	5253	4928	4777	5009	4197	4454	4580	4967	5570	4294	3333	3783	3750	3846	4425	3129	2722	2525	2289	1980	2618	2631	1555	1463	4250	2058	9.99999e+008	1944	2031	2110	2789	3251	3345	6134	3785	6627	5540	
8590	7473	8248	10474	7609	6470	8584	5709	4882	5651	5739	5554	4900	5602	4549	4670	4142	5093	3511	4447	4469	3940	3946	3621	3470	3702	2890	3147	3273	3495	3998	2987	2026	2476	2443	2539	2953	1822	1447	1218	1325	673	1178	1535	621	499	2678	719	3336	9.99999e+008	600	491	1217	1679	1772	4561	2213	5320	4068	
9137	8020	8795	11021	8156	7017	9131	6256	5429	6198	6286	6101	5447	6149	5096	5217	4689	5640	4058	4994	5016	4487	4493	4168	4017	4249	3437	3694	3820	4042	4545	3534	2573	3023	2990	3086	3500	2369	1994	1765	1233	1220	1770	2083	1138	748	3225	1267	3883	872	9.99999e+008	1038	1764	2226	2319	5108	2760	5867	4615	
8882	7765	8540	10766	7901	6762	8876	6001	5174	5942	5826	5641	5192	5893	4841	4962	4434	5363	3803	4534	4556	4120	4033	3801	3557	3789	2977	3234	3545	3386	3888	3278	2318	2767	2734	2831	2844	1909	1738	1510	1616	964	1114	1426	913	790	2568	921	3227	311	892	9.99999e+008	1107	1569	1662	4451	2103	5408	3959	
9033	7916	8798	11024	8159	6913	9156	6152	5325	5691	5575	5390	5343	5799	4992	4962	4585	5112	4083	4283	4305	3869	3782	3550	3306	3538	2726	2983	3374	3318	3626	3116	2598	3289	3014	2640	2776	1658	2260	1576	2316	1486	1291	1175	1276	1593	1461	853	2367	1180	1761	869	9.99999e+008	592	686	4384	1126	5157	3891	
9770	8653	9505	11751	8887	7650	9865	6889	6062	6428	6312	6127	6080	6536	5729	5699	5322	5849	4820	5020	5042	4606	4519	4287	4043	4275	3463	3720	4031	3872	4228	3853	3335	3843	3752	3317	3330	2395	2814	2406	2754	2040	1844	1912	1830	1928	2081	1407	2155	1448	2029	1138	830	9.99999e+008	449	4938	534	5894	4445	
9626	8509	9360	11607	8742	7506	9720	6745	5918	6283	6167	5982	5936	6391	5585	5555	5178	5704	4675	4875	4897	4462	4374	4143	3898	4130	3319	3575	3887	3727	4312	3708	3190	3698	3607	3172	3185	2250	2669	2262	2609	1895	1700	1767	1685	1783	2083	1262	2366	1304	1885	993	686	523	9.99999e+008	4793	745	5749	4300	
17355	16238	17013	19239	16374	15235	17349	14474	13647	14416	14637	14452	13665	14367	13314	13435	12907	13991	12276	13345	13367	12705	12844	12386	12368	12600	11788	12045	12171	12558	13293	11752	10791	10954	11208	11437	12016	10720	9584	10116	9299	9629	10268	10281	9278	9033	11576	9708	11549	9667	9754	10158	10488	10313	10450	9.99999e+008	10319	14218	13131	
9870	8753	9635	11861	8996	7750	9993	6989	6162	6528	6412	6227	6180	6636	5829	5799	5422	5858	4920	5120	5142	4706	4619	4387	4143	4375	3563	3820	4038	3878	4072	3953	3435	4126	3851	3324	3336	2495	3097	2413	3103	2323	2128	2012	2113	2277	1925	1690	1999	1798	2379	1487	837	661	798	4944	9.99999e+008	5994	4451	
5043	3927	5121	7542	4978	3387	6203	2626	3197	592	476	291	1344	700	1704	1704	2457	1582	2494	1215	1474	1917	1654	2261	1947	1960	2596	2641	2385	2763	3000	2985	4036	4287	3228	3119	3199	3317	4784	4186	5573	4943	4191	4141	5086	5403	4567	4663	5150	5168	5749	5169	5060	5522	5615	5636	6056	9.99999e+008	2560	
7185	6069	6953	9179	6314	5068	7401	4307	3616	2734	2562	2433	2680	2842	3040	3040	2876	1625	2245	1947	1024	1996	1405	2131	1696	991	2203	1939	1073	1291	1495	2592	3439	3671	2612	1807	1833	2560	4168	3429	4850	4186	3434	3384	4329	4646	3201	3906	3784	4411	4992	4412	4303	4765	4858	4270	4910	2200	9.99999e+008	

