116
3603	4482	4364	2783	2440	3367	2108	1310	9.99999e+008	1624	3431	3627	2898	3396	4561	5295	6235	7272	4874	4738	4716	5543	3222	3537	2665	3196	3323	3887	4067	3869	4297	4880	4501	3861	4038	3248	2813	3240	2863	3003	3628	4098	4508	4965	5459	6149	6571	5707	4973	4506	3753	3212	3681	3810	3822	3879	4360	4350	4104	4110	5035	4912	5389	5870	6032	6381	7137	5088	5363	6130	5433	5757	5657	6360	7720	6328	7064	7179	8172	9154	6501	7214	8610	6896	6801	7012	7083	7540	7533	7726	7749	8069	8135	9403	10174	10417	11156	11407	14180	11857	13188	13720	14154	15110	15921	13969	16497	17127	15469	14639	13346	13773	13295	12310	12361	11660	
5071	4308	3125	3767	3151	2615	1936	2734	1624	9.99999e+008	2192	2297	1568	1942	3322	4325	4951	5646	3248	3112	3090	3917	1598	1913	1041	1572	1699	2263	2443	2245	2673	3256	2876	2237	2413	1624	1189	1616	1239	1379	2004	2474	2884	3341	3835	5164	4947	4083	3349	2882	2129	1588	2057	2186	2198	2255	2736	2726	2480	2486	3411	3288	3765	4246	4408	4757	5513	3464	3739	4506	3809	4133	4033	4736	6096	4704	5440	5555	6548	7530	4877	5590	6986	5272	5177	5388	5459	5916	5909	6102	6125	6445	6511	7779	8550	8793	9532	9783	12556	10233	11564	12096	12530	13486	14297	12345	14873	15503	13845	13015	11722	12149	11671	10686	10737	10036	
4373	3703	2253	3069	2538	1743	1323	2121	3431	2097	9.99999e+008	530	1007	992	1426	2429	3100	4691	2802	2667	2645	3472	1165	1468	1645	1656	1778	1830	2010	1812	2240	2823	3006	2248	2546	2449	2372	2799	3130	3431	4056	4526	4936	5393	5887	7216	6999	6135	5401	4934	4181	3640	3240	3369	3382	2877	3359	3349	3922	3928	4804	4730	5208	5688	5140	5380	6136	4086	4361	4292	3376	3922	3845	4522	6663	4490	5226	5341	6334	7879	4432	5145	6541	4928	4732	4943	5139	5728	5464	5657	5680	6000	6297	7334	8218	8348	9087	9338	12224	9901	11232	11842	12085	13041	13852	12131	14659	15289	13631	12801	11508	11951	11473	10488	10539	9838	
4775	4105	2655	3471	2940	2145	1725	2523	3655	2300	530	9.99999e+008	729	462	1571	2305	3245	4670	2272	2137	2114	2942	806	938	1362	1371	1493	1545	1725	1527	1955	2538	2726	1963	2261	2164	2089	2516	2847	3449	4073	4543	4954	5411	5905	7234	7017	6153	5419	4952	4199	3362	2957	3086	3099	2592	3074	3064	3639	3645	4519	4447	4925	5405	4855	5095	5851	3801	4076	4007	3091	3637	3560	4237	6378	4205	4941	5056	6049	7594	3902	4615	6011	4398	4202	4413	4609	5422	4934	5127	5150	5470	6012	6804	7688	7818	8557	8808	11694	9371	10702	11312	11555	12511	13322	11846	14374	15004	13346	12516	11223	11666	11188	10203	10010	9553	
5036	4366	3183	3732	3209	2673	1994	2792	2926	1571	1007	729	9.99999e+008	512	2300	3034	3974	4720	2323	2187	2165	2992	673	988	655	1164	1046	1337	1518	1320	1748	2330	2382	1585	1881	1469	1382	1809	2140	2742	3366	3836	4247	4704	5198	6527	6310	5446	4712	4245	3492	2655	2250	2379	2392	2100	2581	2571	2932	2938	3863	3740	4218	4698	4363	4602	5358	3309	3584	3800	2884	3430	3380	4030	5941	3998	4734	4849	5842	7375	3952	4665	6061	4448	4252	4463	4659	5263	4984	5177	5200	5520	5805	6854	7738	7868	8607	8858	11744	9421	10752	11362	11605	12561	13372	11639	14167	14797	13139	12309	11016	11459	10981	9996	10047	9346	
5237	4567	3117	3933	3402	2607	2187	2985	3438	2083	992	462	512	9.99999e+008	2033	2767	3509	4208	1810	1675	1652	2480	344	476	900	909	1031	1083	1263	1065	1493	2076	2261	1501	1799	1702	1627	2054	2385	2987	3611	4081	4492	4949	5443	6772	6555	5691	4957	4490	3737	2900	2495	2624	2637	2130	2612	2602	3177	3183	4057	3985	4463	4943	4393	4633	5389	3339	3614	3545	2629	3175	3098	3775	5916	3743	4479	4594	5587	7132	3440	4153	5549	3936	3740	3951	4147	4960	4472	4665	4688	5008	5550	6342	7226	7356	8095	8346	11232	8909	10240	10850	11093	12049	12860	11384	13912	14542	12884	12054	10761	11204	10726	9741	9548	9091	
4801	4023	2681	3497	3066	2171	2453	3251	4561	3227	1426	1571	2300	2033	9.99999e+008	1003	1674	3265	1632	1497	1474	2301	2227	1912	2933	2290	2417	2464	2569	2446	2874	3457	3640	2882	3180	3088	3084	3510	3842	4444	5068	5538	5949	6406	6900	8229	8012	7148	6414	5947	5194	4357	3899	4028	4041	3511	3993	3983	4583	4589	5438	5391	5869	6349	5774	6014	6770	4720	4995	4826	3961	4152	4429	5106	7220	4823	5559	5674	6667	8212	3262	3975	5370	3758	3562	3772	3969	4782	4294	4487	4509	4830	5535	6164	7048	7177	7916	8167	10755	8731	10062	10672	10915	11871	12682	11285	13746	14375	12737	11955	10662	11425	10690	10070	9370	9481	
4991	4118	2889	3705	3273	2379	3456	4254	5564	4230	2160	2305	3034	2767	1003	9.99999e+008	970	2562	1698	1563	2033	2367	2785	2470	3590	2849	2976	2958	2635	2969	3145	3702	3916	3159	3455	3647	3642	4068	4400	5002	5626	6096	6507	6964	7458	8787	8570	7706	6972	6505	5752	4915	4458	4587	4600	3787	4268	4258	5142	5148	5715	5950	6428	6908	6049	6289	6979	4995	5270	4892	4027	4218	4495	5172	7286	4889	5625	5740	6733	8278	3328	3984	5389	3824	3628	3838	4035	4848	4360	4553	4575	4896	5601	6230	7114	7195	7974	8184	10821	8797	10128	10738	10981	11937	12748	11351	13812	14441	12803	12021	10728	11491	10756	10136	9436	9547	
5679	4902	3560	4376	3945	3050	4127	4925	6235	4901	3100	3245	3974	3465	1674	970	9.99999e+008	1592	1973	1975	2551	2606	3304	2989	4109	3367	3494	3196	2873	3207	3383	3940	4154	3397	3693	4165	4160	4587	4918	5520	6144	6614	7025	7482	7976	9305	9088	8224	7490	7023	6270	5433	4771	4900	4955	4025	4506	4496	5492	5498	5953	6468	6946	7242	6287	6527	7283	5233	5508	5130	4400	4456	4869	5542	7659	5127	5863	5978	6971	8516	3566	3014	4419	4062	3866	4077	4273	5086	4598	4791	4814	5134	5839	6468	7352	6225	7004	7214	10332	9035	10366	10976	11219	12175	12986	11589	14050	14679	13041	12259	10966	11729	10994	10374	9674	9785	
5258	4386	4527	5940	5509	4614	5691	6489	7385	5761	4664	4654	4690	4192	3238	2534	1564	9.99999e+008	2701	2702	3278	3333	4031	3716	4836	4094	4221	3924	3600	3935	4110	4667	4881	4125	4421	4892	4888	5314	5646	6248	6872	7342	7753	8210	8704	10033	9816	8952	8218	7751	6998	6161	5499	5628	5683	4752	5234	5224	6220	6226	6681	7195	7673	7970	7015	7255	8011	5961	6236	6043	5127	5319	5596	6273	8386	5990	6726	6841	7834	9379	4429	3742	5147	4925	4728	4939	5136	6051	5461	5654	5676	5997	6702	7331	8215	6953	7732	7942	11060	9898	11229	11839	12082	13038	13849	12452	14913	15542	13904	13122	11829	12592	11857	11237	10537	10648	
6458	5698	4339	5155	4723	3829	4051	4849	5208	3584	3007	2477	2524	2015	1675	1749	1698	2398	9.99999e+008	386	1101	1017	1854	1539	2659	1917	2044	1608	1284	1619	1794	2351	2565	1809	2105	2715	2710	3137	3468	4070	4694	5164	5575	6032	6526	7855	7638	6774	6040	5573	4820	3873	3183	3312	3367	2437	2918	2908	3904	3910	4365	4972	5450	5654	4699	4939	5628	3645	3920	3542	2676	2868	3145	3822	5935	3539	4274	4390	5383	6928	1978	2343	3739	2474	2277	2488	2684	3498	3010	3203	3225	3545	4250	4879	5763	5546	6285	6536	9471	7446	8777	9387	9630	10586	11397	10000	12461	13090	11452	10670	9377	10140	9405	8785	8085	8196	
6272	5494	4152	4968	4537	3642	3864	4662	5021	3397	2820	2290	2337	1828	1489	1563	2013	2710	315	9.99999e+008	856	805	1667	1352	2472	1730	1857	1395	1072	1407	1582	2139	2353	1597	1893	2528	2523	2950	3281	3883	4507	4977	5388	5845	6339	7668	7451	6587	5853	5362	4633	3660	2971	3100	3155	2224	2705	2696	3692	3698	4153	4760	5238	5442	4487	4727	5416	3433	3708	3329	2464	2655	2932	3610	5723	3327	4062	4178	5171	6716	1765	2570	3975	2261	2065	2276	2472	3285	2797	2990	3013	3333	4038	4667	5551	5781	6560	6770	9259	7234	8565	9175	9418	10374	11185	9788	12249	12878	11240	10458	9165	9928	9193	8573	7873	7984	
6272	5494	4152	4968	4537	3642	3846	4644	4981	3357	2780	2250	2285	1788	1471	2049	2500	3199	802	666	9.99999e+008	851	1627	1312	2432	1690	1817	1820	1497	1846	2007	2564	2778	2021	2320	2488	2483	2910	3241	3843	4467	4937	5348	5805	6299	7628	7411	6547	5813	5346	4593	3756	3299	3428	3441	2652	3133	3123	3983	3989	4577	4791	5269	5749	4914	5154	5590	3860	3882	3503	2638	2829	3106	3784	5897	3500	4236	4351	5344	6889	1939	2744	4099	2435	2239	2449	2646	3459	2971	3164	3187	3507	4212	4841	5725	5904	6685	6896	9432	7408	8739	9349	9592	10548	11359	9962	12423	13052	11414	10632	9339	10102	9367	8747	8047	8158	
7123	6345	5003	5819	5388	4493	4697	5495	5705	4080	3499	3101	3006	2639	2322	2536	2638	3338	1048	1049	851	9.99999e+008	2408	2163	3185	2411	2538	1888	1564	1899	2074	1978	2729	2089	2385	3209	3204	3631	3962	4564	5188	5658	6069	6526	7020	8349	7949	7268	6534	6067	5314	4186	3463	3592	3647	2717	3198	3039	4184	4190	4645	5252	5730	5934	4786	4371	4746	3732	3038	2660	1794	1986	2263	2940	5053	2657	3393	3508	4501	6046	1096	1901	3248	1592	1395	1606	1803	2616	2128	2321	2343	2664	3369	3998	4882	5053	5834	6045	8589	6565	7896	8506	8749	9705	10516	9119	11580	12209	10571	9789	8496	9259	8524	7904	7204	7315	
5499	4830	3380	4196	3664	2870	2449	3247	3599	1983	1165	806	673	344	2319	2896	3348	4047	1649	1514	1491	2319	9.99999e+008	315	805	565	687	739	919	721	1149	1732	1915	1157	1455	1358	1358	1785	2116	2718	3342	3812	4223	4680	5174	6503	6286	5422	4688	4221	3468	2631	2169	2298	2311	1786	2268	2258	2852	2858	3713	3660	4138	4618	4049	4289	5045	2995	3270	3201	2285	2831	2754	3431	5572	3399	4135	4250	5243	6788	3279	3992	5388	3775	3579	3790	3986	4637	4311	4504	4527	4847	5206	6181	7065	7195	7934	8185	10773	8748	10079	10689	10932	11888	12699	11040	13568	14198	12540	11710	10417	10860	10382	9397	9387	8747	
5713	5043	3593	4409	3878	3083	2663	3461	3684	2060	1468	938	985	476	2004	2581	3032	3732	1334	1199	1176	2004	315	9.99999e+008	1120	439	567	613	793	596	1024	1606	1790	1032	1330	1238	1233	1659	1991	2593	3217	3687	4097	4554	5048	6377	6161	5296	4563	4096	3343	2506	2049	2178	2190	1661	2143	2133	2731	2737	3588	3539	4017	4497	3924	4164	4920	2870	3145	3076	2160	2705	2693	3306	5447	3273	4009	4124	5117	6662	2964	3677	5073	3460	3264	3475	3671	4484	3996	4189	4212	4532	5080	5866	6750	6880	7619	7870	10458	8433	9764	10374	10617	11573	12384	10914	13442	14072	12414	11584	10291	10734	10256	9271	9072	8621	
5345	4675	3492	4041	3518	2982	2303	3101	2815	1191	1648	1363	655	901	2876	3453	3905	4604	2206	2071	2048	2876	557	872	9.99999e+008	531	658	1222	1402	1204	1632	2215	1954	1196	1492	814	727	1154	1485	2087	2711	3181	3592	4049	4543	5872	5655	4791	4057	3590	2837	2000	1595	1724	1737	1445	1926	1916	2277	2283	3208	3085	3563	4043	3708	3947	4703	2654	2929	3465	2768	3092	2992	3695	5286	3663	4399	4514	5507	6720	3836	4549	5945	4231	4136	4347	4418	4875	4868	5061	5084	5404	5470	6738	7509	7752	8491	8742	11330	9192	10523	11055	11489	12445	13256	11304	13832	14462	12804	11974	10681	11124	10646	9661	9712	9011	
5823	5153	3927	4519	3996	3417	2781	3579	3293	1669	1674	1377	895	915	2382	2960	3410	4110	1712	1577	1555	2382	571	439	774	9.99999e+008	159	721	901	703	1131	1714	1455	697	993	800	795	1222	1553	2155	2779	3249	3660	4117	4611	5940	5723	4859	4125	3658	2905	2068	1611	1740	1753	1325	1806	1796	2293	2299	3224	3101	3579	4059	3587	3827	4583	2533	2808	2966	2268	2593	2493	3196	5110	3164	3900	4015	5008	6544	3342	4055	5451	3732	3642	3853	3919	4376	4374	4567	4590	4910	4971	6244	7010	7258	7997	8248	10836	8693	10024	10556	10995	11951	12762	10805	13333	13963	12305	11475	10182	10625	10147	9162	9213	8512	
6328	5658	4208	5024	4493	3698	3278	4076	3925	2301	1994	1709	1502	1247	2713	3352	3650	4350	2060	1814	1886	2445	903	771	1407	634	9.99999e+008	863	793	592	1024	1606	1297	539	835	1432	1428	1854	2186	2787	3412	3882	4293	4750	5244	6573	6317	5453	4719	4054	3499	2311	1666	1795	1850	1167	1648	1638	2387	2393	3095	3455	3933	4384	3429	3669	4425	2375	2650	2808	2160	2435	2335	3038	4952	3006	3742	3857	4850	6386	3457	4261	5666	3574	3756	3967	3761	4218	4406	4681	4522	5024	4813	6133	6852	7472	8251	8461	10858	8535	9866	10398	10960	11916	12727	10647	13175	13805	12147	11317	10024	10467	9989	9004	9055	8354	
5945	5275	3825	4641	4110	3315	2895	3693	3816	2192	1611	1315	1119	853	2319	2897	3322	4022	1650	1486	1492	2117	520	377	1297	523	650	9.99999e+008	414	679	924	1481	1695	990	1286	1321	1316	1743	2074	2676	3300	3770	4181	4638	5132	6461	6244	5380	4646	4179	3426	2589	2132	2261	2274	1618	2052	2043	2815	2821	3546	3623	4101	4581	3834	4074	4830	2780	3088	2975	2059	2604	2592	3205	5348	3172	3908	4023	5016	6561	3078	3882	5287	3573	3377	3588	3784	4475	4109	4302	4325	4645	4979	5979	6863	7093	7872	8082	10706	8546	9877	10487	10730	11686	12497	10813	13341	13971	12313	11483	10190	10633	10155	9170	9185	8520	
6320	5650	4200	5016	4485	3690	3270	4068	4191	2567	1986	1690	1494	1228	2561	2635	2908	3608	1318	1072	1497	1703	895	752	1672	898	1025	375	9.99999e+008	378	510	1067	1281	576	872	1696	1691	2118	2449	3051	3675	4145	4556	5013	5507	6836	6436	5730	4996	4331	3776	2629	1942	2071	2126	1204	1638	1629	2663	2669	3132	3731	4209	4421	3420	3660	4416	2366	2674	2561	1645	2190	2178	2791	4934	2758	3494	3609	4602	6147	2664	3468	4873	3159	2963	3174	3370	4061	3695	3888	3911	4231	4565	5565	6449	6679	7458	7668	10292	8132	9463	10073	10316	11272	12083	10399	12927	13557	11899	11069	9776	10219	9741	8756	8771	8106	
6236	5567	4117	4933	4402	3607	3187	3985	3834	2210	1902	1617	1410	1155	2622	3199	3587	4287	1952	1751	1794	2343	811	679	1315	542	670	518	679	9.99999e+008	929	1511	1196	438	734	1341	1336	1762	2094	2696	3320	3790	4200	4657	5151	6480	6215	5351	4617	3952	3397	2250	1564	1693	1748	1065	1547	1537	2285	2291	2994	3353	3831	4283	3328	3568	4324	2274	2549	2707	2065	2334	2234	2937	4851	2905	3641	3756	4749	6285	3343	4147	5552	3473	3642	3853	3660	4117	4305	4567	4421	4910	4712	6032	6751	7358	8137	8347	10757	8434	9765	10297	10859	11815	12626	10546	13074	13704	12046	11216	9923	10366	9888	8903	8954	8253	
6774	6104	4654	5470	4939	4144	3724	4522	4405	2781	2440	2144	1948	1682	3148	3343	3616	4316	2026	1780	2257	2411	1349	1206	1886	1114	1241	829	760	840	9.99999e+008	1080	771	769	811	1912	1907	2334	2665	3187	3590	4060	4471	4928	5422	6751	6375	5637	4887	4246	3668	2593	2132	2261	2316	1143	1128	1119	2771	2765	3109	3640	4118	4324	2910	3150	3906	1856	2164	2280	1634	1907	1807	2511	4424	2478	3214	3329	4322	5858	3172	3977	5382	3047	3264	3682	3233	3690	3879	4521	3994	4821	4285	5605	6324	7188	7967	8177	10330	8007	9338	9870	10432	11388	12199	10119	12647	13277	11619	10789	9496	9939	9461	8476	8527	7826	
6956	6286	4836	5652	5121	4326	3906	4704	4827	3203	2622	2325	2129	1863	3330	3525	3798	4498	2208	1962	2439	2593	1531	1387	2308	1534	1661	1011	942	1022	447	9.99999e+008	752	1212	1258	2332	2327	2754	3085	3634	4037	4507	4918	5375	5869	7198	6822	6084	5334	4693	4115	3040	2579	2708	2763	1590	1575	1061	3218	3212	3556	4087	4565	4771	3357	3092	3848	2303	2106	1992	1077	1622	1610	2223	4384	2190	2926	3041	4034	5579	2615	3420	4825	2849	2915	3125	3036	3493	3647	3840	3797	4183	3997	5317	6036	6631	7410	7620	10042	7719	9050	9582	10144	11100	11911	9831	12359	12989	11331	10501	9208	9651	9173	8188	8239	7538	
7018	6348	4898	5714	5183	4388	3968	4766	4634	3010	2684	2388	2192	1926	3392	3587	3861	4561	2271	2025	2501	2655	1593	1450	2115	1342	1469	1073	1004	1085	510	813	9.99999e+008	998	1040	2140	2136	2562	2894	3479	3828	4298	4709	5166	5660	6989	6604	5933	5125	4659	3906	2885	2361	2490	2545	1371	1366	851	3019	3025	3402	3933	4411	4617	3202	2882	3638	2148	1896	2015	1366	1642	1542	2245	4159	2213	2949	3064	4057	5593	2905	3710	5115	2781	2998	3415	2968	3425	3613	4255	3729	4556	4020	5340	6059	6921	7700	7910	10065	7742	9073	9605	10167	11123	11934	9854	12382	13012	11354	10524	9231	9674	9196	8211	8262	7561	
6278	5609	4426	4975	4451	3916	3236	4034	3748	2124	2256	1960	1365	1498	2964	3159	3433	4133	1843	1597	2073	2227	1165	1022	1230	689	847	645	576	657	806	1389	758	9.99999e+008	299	1255	1251	1677	2009	2610	3235	3705	4116	4573	5067	6396	5863	5162	4431	3761	3211	2064	1378	1507	1562	631	1112	1102	2099	2105	2556	3164	3642	3845	2893	3133	3889	1839	2114	2591	1943	2218	2118	2821	4472	2789	3525	3640	4633	5906	3240	4044	5449	3357	3539	3750	3544	4001	4189	4464	4305	4807	4596	5916	6635	7255	8034	8244	10641	8318	9649	10181	10743	11699	12510	10430	12958	13588	11930	11100	9807	10250	9772	8787	8838	8137	
6230	5560	4377	4926	4403	3867	3188	3986	3700	2076	2636	2340	1745	1878	3344	3539	3813	4513	2223	1976	2453	2607	1545	1402	1181	1069	1227	1025	956	1036	1175	1757	953	380	9.99999e+008	1207	1202	1629	1960	2562	3186	3656	4067	4524	5018	6347	5564	5108	4374	3709	3154	2007	1321	1450	1505	332	813	803	1980	1986	2514	3042	3520	3803	2594	2834	3523	1540	1815	2966	2311	2593	2493	3196	4173	3164	3576	3982	4759	5607	3620	4424	5829	3732	3919	4130	3919	4376	4564	4844	4680	5187	4971	6258	6977	7635	8414	8624	10983	8660	9991	10480	11085	12041	12852	10573	13258	13768	12077	11243	9951	10226	9748	8763	8814	8113	
6019	5350	4167	4715	4192	3656	2977	3775	3489	1865	2611	2312	1625	1850	3317	3829	4102	4802	2513	2266	2490	2897	1508	1374	970	937	1094	1315	1246	1051	1474	2057	1252	670	789	9.99999e+008	991	1418	1749	2351	2975	3445	3856	4313	4807	6136	5771	4907	4173	3508	2953	1765	1120	1249	1304	631	1112	1102	1841	1847	2772	2909	3387	3867	2894	3133	3823	1840	2115	3261	2610	2888	2788	3491	4472	3459	3875	4281	5058	5906	3910	4714	6119	4027	4209	4420	4214	4671	4859	5134	4975	5477	5266	6557	7276	7925	8704	8914	11282	8959	10290	10779	11384	12340	13151	10872	13557	14067	12376	11542	10250	10525	10047	9062	9113	8412	
5877	5208	4025	4574	4051	3515	2836	3634	2664	1040	2465	2171	1458	1709	3175	3753	4204	4904	2506	2371	2348	3175	1365	1233	829	795	953	1514	1695	1497	1925	2507	1862	1280	1399	610	9.99999e+008	427	758	1360	1984	2454	2865	3322	3816	5145	4928	4064	3330	2863	2110	1273	958	1087	1099	1241	1722	1712	1640	1646	2571	2448	2926	3406	3504	3743	4433	2450	2725	3759	3061	3386	3286	3990	5082	3957	4485	4808	5668	6516	4136	4849	6244	4526	4435	4646	4712	5169	5168	5361	5384	5704	5764	7038	7803	8051	8790	9041	11630	9486	10817	11349	11789	12745	13556	11482	14126	14677	12986	12152	10860	11135	10657	9672	9723	9022	
5789	5026	3843	4485	3869	3333	2654	3452	2593	969	2892	2597	1885	2135	3602	4180	4630	5330	2932	2797	2775	3602	1791	1659	1255	1222	1379	1941	2121	1923	2351	2934	2288	1706	1825	1036	427	9.99999e+008	409	1011	1635	2105	2515	2973	3467	4796	4579	3714	2981	2514	1761	924	913	1042	1054	1667	2148	2138	1597	1603	2528	2624	3101	3582	3525	3911	4667	2591	3151	4186	3487	3813	3713	4416	5508	4384	4911	5235	6094	6942	4562	5275	6671	4952	4862	5073	5139	5596	5594	5787	5810	6130	6191	7464	8230	8478	9217	9468	12056	9913	11244	11776	12215	13171	13982	11908	14553	15103	13412	12578	11286	11561	11083	10098	10149	9448	
6145	5382	4199	4841	4225	3689	3010	3808	2949	1325	3469	3175	2462	2713	4179	4757	5208	5908	3510	3375	3352	4179	2369	2237	1833	1799	1957	2518	2699	2501	2929	3511	2866	2284	2403	1614	1004	655	9.99999e+008	906	1531	2000	2411	2868	3362	4691	4474	3610	2876	2409	1656	1115	1568	1697	1709	2245	2663	2716	2007	2013	2938	2815	3292	3773	3935	4321	5077	3001	3663	4763	4065	4390	4290	4994	6086	4961	5451	5812	6672	7520	5140	5853	7248	5530	5439	5650	5716	6173	6172	6365	6388	6708	6768	8042	8807	9055	9794	10045	12634	10490	11821	12353	12793	13749	14560	12486	15130	15628	13990	13156	11864	12139	11661	10676	10727	10026	
