51
1664	3367	3098	2903	2565	3303	3658	4324	2297	2145	1777	2198	3330	1650	1321	565	594	9.99999e+008	2274	1992	1783	3024	2548	2208	2713	2562	2441	2443	2120	1822	1630	1202	2385	2927	3124	3151	3177	4210	4130	3848	4166	4699	6270	6708	7684	7276	7862	8440	10541	10693	10745	
1302	2200	1931	1897	1399	2155	2435	2466	1130	979	1770	1033	2507	1868	1918	1967	1904	2454	9.99999e+008	779	1013	998	274	621	689	1359	1362	1426	1727	1767	1860	2203	2953	1470	1666	2020	1719	2440	2680	2648	3330	4196	5738	6150	6665	6235	6404	6982	9083	9235	9570	
1024	2218	1949	1917	1416	2173	2445	2483	1148	998	1788	1051	2525	1590	1560	1608	1545	2095	525	9.99999e+008	663	1523	798	708	1213	1191	1070	1072	1479	1485	1502	1844	2705	1556	1753	2079	1806	2839	2759	2735	3402	4257	5825	6222	6752	6322	6491	7069	9170	9322	9649	
784	2488	2219	2187	1687	2443	2717	2755	1418	1268	1180	1321	2795	1350	1320	1370	1307	1857	797	692	9.99999e+008	1795	1070	1009	1485	1365	1244	1246	1239	1246	1262	1605	2465	1730	1926	2253	1980	3013	2933	2908	3511	4044	5615	6053	6926	6496	6665	7243	9344	9496	9823	
2189	3240	2969	2937	2436	2832	2432	1868	2169	1741	2657	1920	3545	2755	2807	2857	2794	3344	1394	1666	1484	9.99999e+008	1246	885	538	1131	1135	1205	1991	2031	2366	2667	3216	914	1109	1457	1164	1571	2124	2091	2773	3967	4875	5351	5802	5372	5848	6426	8528	8680	9014	
1439	2337	2068	2036	1535	2293	2163	2202	1268	1117	1907	1170	2644	2005	2057	2105	2042	2592	644	916	739	726	9.99999e+008	349	415	1085	1088	1154	1455	1495	1830	2131	2681	1196	1392	1746	1445	2168	2406	2374	3056	3922	5464	5876	6391	5961	6130	6708	8809	8961	9296	
1383	2353	2084	2052	1551	2309	2253	2292	1284	1133	1779	1186	2660	1949	1919	1969	1906	2456	660	932	599	816	512	9.99999e+008	505	924	803	805	1106	1146	1481	1782	2332	1286	1482	1812	1535	2258	2492	2464	3135	3911	5482	5920	6481	6051	6220	6798	8899	9051	9382	
2187	3314	3045	3013	2512	3268	2993	2210	2243	2245	2583	2147	3621	2544	2514	2504	2440	2990	1621	1893	1403	896	1471	1112	9.99999e+008	670	673	745	1662	1703	2038	2371	2755	781	977	1331	1030	2063	1991	1959	2641	3507	5049	5461	5976	5546	5715	6293	8394	8546	8881	
1746	2644	2375	2343	1843	2599	2324	2363	1574	1576	2215	1477	2951	2312	2362	2411	2348	2898	951	1223	1042	887	802	443	430	9.99999e+008	473	716	1457	1497	1832	2225	2683	951	1148	1500	1201	2234	2161	2130	2812	3677	5220	5632	6146	5716	5886	6464	8565	8717	9051	
1680	3376	3107	3075	2575	3331	3056	3057	2306	2158	2076	2209	3683	2036	2005	1996	1931	2481	1683	1588	896	1619	1534	1025	1162	732	9.99999e+008	243	1160	1201	1536	1862	2386	1098	1057	1186	1347	2380	1864	2026	2509	3364	4934	5329	5992	5562	6032	6610	8591	8742	8754	
1655	3198	2929	2897	2396	3153	2878	2878	2128	2129	2051	2031	3505	2083	2052	2042	1978	2528	1505	1563	871	1440	1355	996	983	554	211	9.99999e+008	917	958	1293	1909	2143	919	880	1007	1168	2201	1687	1847	2330	3185	4756	5150	5815	5385	5853	6431	8414	8565	8577	
2123	3579	3518	3362	2985	3743	3687	3726	2718	2567	2235	2620	3790	2108	2110	1926	1862	2412	2094	2026	1339	2250	1946	1434	1939	1623	1276	1069	9.99999e+008	441	773	1273	1226	1975	1733	1236	2222	3255	2536	1954	2272	2805	4376	4814	5790	5382	6901	7306	8689	8840	8851	
1714	3170	3149	2953	2617	3353	3607	3646	2348	2197	1827	2250	3381	1700	1669	1485	1421	1971	1725	1617	930	2170	1866	1354	1798	1510	1167	956	298	9.99999e+008	335	1045	1524	1875	1622	1329	2111	3144	2427	2169	2570	3103	4674	5111	6088	5679	6792	7370	8987	9138	9149	
1888	3590	3322	3127	2789	3526	3782	3821	2520	2369	2000	2422	3553	1873	1473	1209	1144	1694	1897	1793	1106	2345	2041	1529	2034	1986	1643	1432	570	509	9.99999e+008	826	1283	2250	2103	1606	2499	3532	2906	2218	2536	3069	4640	5078	6054	5646	7184	7570	8953	9104	9115	
2561	4263	3994	3800	3462	4199	4447	4486	3193	3042	2673	3095	4226	2546	2144	1455	1684	1436	2570	2466	1778	3010	2706	2194	2699	2728	2385	2174	1312	1252	869	9.99999e+008	1654	2915	2874	2475	3164	4197	3679	3087	3405	3832	5403	5840	6817	6408	7849	8427	9822	9973	9984	
2907	4363	4342	4146	3809	4545	4799	4838	3541	3389	3019	3442	4574	2892	2754	2491	2427	2977	2918	2810	2123	3362	3058	2546	2993	2564	2392	2181	1286	1225	1283	1693	9.99999e+008	2913	2671	2174	3160	4193	3474	2194	2512	2569	4139	4577	5554	5145	7445	7546	8620	8769	9339	
2498	3433	3164	3132	2631	2923	2506	1959	2282	1831	2894	2301	3740	3064	3034	2964	2900	3450	1775	1896	1714	645	1627	1115	768	1130	1133	1376	2131	2171	2506	2831	3357	9.99999e+008	842	1442	736	1323	1696	1659	2341	4197	4627	5103	5554	5124	5420	5998	8100	8252	8586	
2323	3449	3180	3148	2647	3354	2937	2390	2379	2262	2719	2282	3756	2680	2649	2639	2575	3125	1756	2028	1539	1076	1606	1247	1199	805	808	727	1644	1685	2020	2506	2738	431	9.99999e+008	724	489	1522	1019	982	1664	3491	4083	4484	5147	4717	5174	5752	7746	7897	7909	
2619	3740	3471	3439	2939	3662	3245	2696	2670	2570	3015	2573	4047	2984	2953	2769	2705	3255	2047	2319	1835	1384	1897	1539	1507	1096	1115	964	1246	1284	1619	2329	2330	739	497	9.99999e+008	986	2019	1300	840	1522	3082	3941	4342	5338	4910	5665	6243	7939	8090	8101	
2923	4049	3780	3748	3248	3955	3538	2400	2979	2863	3319	2882	4356	3280	3249	3240	3175	3725	2356	2628	2139	1677	2207	1848	1800	1405	1408	1479	2396	2437	2772	3106	3489	1032	826	1373	9.99999e+008	1033	961	1302	1622	4242	4019	4495	4946	4516	4685	5263	7364	7516	7851	
3304	4134	3866	3834	3333	3624	3209	1984	2985	2533	3732	3035	4442	3819	3914	4218	4152	4702	2844	3116	2934	1450	2519	2335	1988	2422	2425	2496	3413	3454	3789	4117	4506	2049	1840	2400	1125	9.99999e+008	1543	2335	2306	4019	3655	4131	4582	4152	4287	4865	6967	7118	7532	
3457	4583	4314	4282	3782	4131	3716	2491	3492	3040	3853	3416	4890	3814	3784	3774	3710	4260	2890	3162	2673	1957	2741	2382	2334	1939	1943	1865	2703	2741	3076	3640	3787	1566	1138	1457	1146	1125	9.99999e+008	1395	1737	3449	3076	3567	4128	3698	4365	4943	6727	6878	6890	
3298	4424	4155	4123	3623	4336	3919	3372	3354	3244	3694	3257	4731	3655	3631	3453	3389	3939	2731	3003	2514	2058	2581	2223	2181	1780	1783	1648	1728	1968	2303	2832	2429	1413	982	684	991	2009	1284	9.99999e+008	682	2950	3101	3502	4498	4070	5615	5716	7099	7250	7261	
3890	5016	4747	4715	4215	4936	4519	3607	3946	3844	4112	3849	5323	3985	3846	3584	3519	4069	3323	3595	3106	2658	3174	2815	2781	2372	2375	2240	2321	2318	2375	2874	2470	2013	1582	1281	1593	2240	1516	602	9.99999e+008	2992	2966	3367	4363	3935	5480	5581	6964	7115	7126	
5385	6688	6419	6387	5887	6260	5845	4620	5618	5169	5465	5521	6995	5338	5200	4936	4871	5421	4995	5267	4601	4086	4846	4487	4453	4044	4047	3912	3732	3671	3727	4228	3145	3685	3254	2953	3265	3256	2532	2274	1672	9.99999e+008	1571	2009	2985	2577	6528	6629	6051	6201	6771	
6291	7358	7089	7057	6557	6848	6431	5206	6209	5757	6371	6257	7665	6244	6106	5842	5777	6327	5781	6053	5507	4672	5632	5273	5210	4830	4833	4698	4638	4577	4633	5134	4052	4471	4040	3739	4050	3685	3317	3059	2458	1769	9.99999e+008	491	1442	1418	5369	5470	4892	5042	5610	
6695	7791	7522	7490	6989	7281	6864	5639	6642	6190	6808	6690	8098	6681	6510	6246	6181	6731	6220	6492	5911	5105	6071	5712	5643	5269	5271	5189	5042	4981	5037	5538	4456	4896	4531	4230	4474	4118	3721	3550	2949	2173	491	9.99999e+008	1043	1849	5800	5902	5324	5475	6043	
7250	8254	7986	7953	7453	7744	7327	6103	7105	6653	7646	7154	8562	7606	7522	7258	7193	7743	6684	6956	6466	5568	6535	6175	6106	5733	5734	5805	6054	5993	6049	6550	5468	5359	5148	5155	4938	4582	4733	4475	3874	3185	1416	1017	9.99999e+008	2313	6264	6842	5787	5939	6719	
6861	7865	7596	7564	7063	7355	6938	5713	6716	6264	7257	6764	8172	7216	7186	6949	6885	7435	6294	6566	6077	5179	6145	5786	5717	5343	5345	5415	5834	5684	5741	6241	5160	4970	4759	4793	4548	4192	4371	4114	3513	2876	1331	1785	2235	9.99999e+008	5193	5295	4717	4868	5436	
7886	9012	8743	8711	8211	8918	7989	7088	7942	7826	8282	7845	9319	8407	8376	8367	8302	8852	7319	7591	7102	6640	7170	6811	6763	6368	6371	6442	7110	7107	7164	7663	7259	5995	5786	6069	5575	6608	5647	5390	4789	6500	4995	5473	5924	4870	9.99999e+008	578	2692	2844	3245	
8063	9189	8920	8888	8388	9095	8401	7500	8119	8003	8459	8022	9496	8584	8553	8544	8479	9029	7496	7768	7279	6817	7347	6988	6940	6545	6548	6619	7522	7519	7576	8075	7671	6172	5963	6481	5752	6785	6059	5802	5201	6912	5407	5885	6336	5282	705	9.99999e+008	2631	2783	2667	
8876	10002	9733	9701	9201	9908	9491	8877	8932	8816	9272	8835	10309	9396	9365	9112	9047	9597	8309	8581	8092	7630	8160	7801	7753	7358	7360	7430	7849	7846	7903	8402	7998	6985	6774	6808	6563	7511	6386	6128	5528	6470	4925	5378	5829	4801	2168	1463	9.99999e+008	956	932	
10036	11116	10847	10815	10315	11021	10450	9548	10046	9929	10432	9949	11423	10511	10480	10272	10207	10757	9423	9695	9252	8743	9274	8915	8866	8472	8475	8546	9009	9006	9063	9562	9030	8098	7889	7968	7678	8663	7546	7288	6688	6523	4978	5432	5882	4854	3328	2623	1160	9.99999e+008	847	
10616	11693	11424	11392	10892	11599	11027	10095	10623	10507	10858	10526	12000	10731	10592	10330	10265	10815	10000	10272	9832	9321	9851	9492	9444	9049	9053	8986	9067	9064	9121	9620	9216	8676	8328	8026	8256	8729	7604	7347	6746	7102	5557	6009	6729	5432	3385	2680	1740	847	9.99999e+008	

