45
2940	2023	3742	3000	2353	438	2018	2588	3392	1580	1838	1703	4024	1545	2210	3739	3297	1397	528	1688	1634	2623	2879	2948	3175	1880	2058	2200	3867	2467	3550	3227	2856	2826	9.99999e+008	3309	1677	1669	3307	1535	2873	1286	3048	277	4450	
3485	1969	1535	800	819	3195	1068	707	2299	1816	1182	3577	1817	3408	1706	1539	2204	1520	2308	3738	3467	2493	1952	1855	2082	3114	2927	2818	2314	933	1672	1260	2618	1733	2865	9.99999e+008	2682	2133	2214	3446	1339	3041	288	2588	2250	
2205	1543	3505	2763	2116	1984	1778	2351	2484	1304	1561	1436	3787	726	1933	3502	2389	1073	1968	1056	785	946	1796	2040	2826	1075	584	523	3024	2230	3226	2990	1382	2476	2087	3072	9.99999e+008	1144	2410	1268	2636	1563	2811	2253	3639	
2754	1994	3713	2971	2324	1899	1989	2559	3033	1551	1809	1984	3995	1275	2355	3710	2938	1368	1450	1605	1334	1495	2345	2589	3146	1624	1133	1072	3573	2438	3521	3198	1931	2797	2002	3280	549	9.99999e+008	2959	1817	2844	1922	3019	2079	4188	
2652	2382	1680	1571	2465	3832	2420	2698	1112	2209	2203	3380	1822	2670	2040	1360	1017	2771	3383	2966	2696	2185	1645	1307	724	2380	2094	2510	789	2580	1186	1329	1659	1274	3935	2874	3354	3016	9.99999e+008	3212	2246	3502	2179	4012	1404	
2050	2776	4417	3753	3106	1580	2771	3341	3173	2334	2591	1284	4698	760	3137	4238	3078	2150	1564	699	848	2205	2485	2729	3515	1094	1273	1782	3713	3220	3922	3980	2071	3165	1683	4062	1259	2403	3099	9.99999e+008	3626	908	3801	1849	4328	
3011	1495	1215	473	1083	3045	893	1318	1825	1342	708	3604	1497	2964	1231	1081	1730	1370	2391	3294	3024	2018	1477	1381	1608	2639	2453	2343	1408	1197	766	354	2143	1259	2948	1777	2678	2129	1740	3473	9.99999e+008	3068	1082	2671	1923	
2419	2152	3871	3129	2482	673	2147	2717	3308	1709	1967	1053	4153	895	2338	3868	3213	1526	657	1105	983	1973	2620	2864	3304	1230	1408	1550	3848	2596	3679	3355	2206	2955	776	3438	1027	1798	3234	406	3001	9.99999e+008	3177	942	4463	
3868	2352	1576	946	1202	3578	1451	1090	2682	2199	1565	3960	1857	3791	2089	1685	2587	1903	2691	4121	3850	2876	2335	2238	2465	3497	3310	3201	2460	1316	1818	1406	3001	2116	3248	740	3065	2516	2597	3829	1722	3424	9.99999e+008	2971	2396	
3216	2190	3909	3167	2520	713	2186	2755	3559	1748	2005	1978	4191	1820	2377	3906	3464	1564	695	1963	1909	2898	3046	3115	3342	2155	2334	2475	4034	2635	3717	3394	3132	2993	277	3476	1952	1440	3474	1645	3040	1239	3215	9.99999e+008	4617	
3106	2630	782	1115	2340	4080	2353	2242	1566	2457	2168	3834	756	3124	2288	591	1471	2829	3631	3420	3150	2433	1893	1761	972	2834	2548	2758	280	2454	1263	1366	2113	1522	4183	2425	3808	3264	1225	3666	2324	3956	1730	4123	9.99999e+008	

