55
7786	4507	3576	3077	2850	3183	1490	2807	708	496	9.99999e+008	1262	1831	2921	1831	2015	3404	2894	2630	3489	3445	4057	3986	4664	5934	6476	5665	6511	6591	5909	6648	7584	7187	7499	7789	7834	8021	10021	6640	7562	6233	6620	6116	5774	5787	5256	4504	3352	5147	3124	2353	969	5206	6492	6383	
8759	5480	4550	4051	4141	4474	2781	4097	2308	2329	3483	9.99999e+008	637	1727	1643	3306	4695	4184	3573	2750	2440	3076	3056	3734	4952	5494	4683	5689	5769	4933	5671	6650	6211	6305	6595	6640	6827	8827	5446	6368	5039	5425	4921	4580	4593	4062	3310	2158	3953	4097	3327	2802	4012	5298	5189	
8748	5469	4538	4039	4128	4461	2768	4085	2295	2318	3471	1514	9.99999e+008	1659	1630	3293	4682	4171	3560	2738	2427	3063	3043	3721	4939	5481	4670	5676	5573	4865	5604	6582	6143	6237	6527	6572	6759	8759	5378	6300	4971	5358	4854	4513	4526	3994	3243	2091	3885	4086	3315	2791	3945	5230	5121	
9344	6064	5134	4635	4724	5057	3364	4680	2890	2913	4067	2110	1386	9.99999e+008	2226	3888	5277	4767	4155	3333	3022	3658	3639	4316	5535	6077	5266	6240	6130	4244	4983	5961	5522	5616	5906	5951	6138	8138	4757	5679	4350	4737	4233	3891	3904	3373	2621	1469	3264	4682	3911	3386	3323	4609	4500	
8830	5551	4620	4122	3315	3648	1955	3272	1482	2400	3553	1597	1054	1495	9.99999e+008	2480	3869	3359	2747	1925	1614	2250	2231	2908	4126	4669	3858	4680	4760	4405	5144	5753	5683	6073	6363	6408	6595	8595	5214	6136	4807	5194	4690	4348	4361	3830	3078	1926	3721	4168	3397	2873	3780	5066	4957	
9031	5736	4806	4168	2543	2876	3035	792	2253	3248	3739	4014	4371	4812	3317	9.99999e+008	1389	879	930	2010	2441	2580	1971	2649	4049	4591	4113	4604	4684	4258	4997	5677	5536	6851	7139	7407	7829	11694	7764	7616	8124	8353	8007	7665	7678	7147	6395	5243	5267	4369	3582	3721	7097	6561	5245	
9394	6098	5168	4530	2905	3238	3397	1154	2615	3610	4101	4376	4733	5174	3679	3922	9.99999e+008	1003	1054	2134	2565	2480	2095	2773	4173	4715	4089	4728	4808	4320	5058	5801	5597	6975	7263	7531	7953	11818	7874	7726	8486	8463	8369	8027	8040	7366	6757	5605	5329	4732	3945	4083	7459	6671	5306	
10026	6730	5800	5163	3537	3871	4030	1786	3248	4242	4733	4123	4398	4839	3344	4554	1429	9.99999e+008	876	1440	2074	1870	1093	1770	3170	3713	3235	3726	3806	3467	4206	4799	4745	5972	6260	6529	6951	10816	6886	6738	8151	7475	7705	7692	7705	6513	6422	5270	4476	5364	4577	4715	7124	5683	4453	
10584	7289	6359	5721	4096	4429	3919	2345	3446	4363	5292	3560	3835	4276	2781	4443	2289	1778	9.99999e+008	1080	1511	1650	1534	2211	3528	4070	3259	4081	4162	3328	4067	5045	4606	6076	6364	6632	6996	10902	6883	6735	7588	7472	7471	7129	7142	6375	5859	4707	4337	5922	5135	4836	6561	5680	4315	
10356	7060	6130	5493	3867	4200	4360	2116	3578	4572	5063	3470	3745	4186	2691	4884	2060	1550	824	9.99999e+008	1421	1215	1333	2010	3093	3636	2824	3647	3727	3055	3793	4720	4332	5802	6090	6358	6722	10628	6609	6461	7498	7198	7381	7039	7052	6101	5769	4617	4064	5694	4907	5045	6471	5406	4041	
10325	7672	6742	6104	4479	4812	3450	2728	2977	3895	5675	3092	3367	3808	2313	3975	2672	2160	1434	612	9.99999e+008	1181	1065	1743	3059	3602	2791	3613	3693	2860	3599	4577	4138	5608	5896	6164	6528	10433	6415	6267	7120	7004	7003	6661	6674	5906	5391	4239	3869	5663	5518	4368	6093	5212	3846	
10700	8172	7242	6605	4979	5312	3825	3228	3352	4270	6175	3467	3742	4183	2688	4350	2871	2593	2083	1259	1418	9.99999e+008	509	1186	2192	2734	1923	2746	2826	2155	2894	3819	3433	4903	5191	5459	5823	9729	5710	5562	7232	6299	6529	6773	6786	5201	5766	4614	3164	6038	6019	4743	6205	4507	3141	
11479	8184	7253	6616	4991	5324	4311	3240	4141	4756	6186	3953	4228	4669	3174	4836	2882	2604	2094	1270	1904	789	9.99999e+008	678	2078	2620	2142	2633	2713	2374	3113	3706	3652	4880	5168	5436	5858	9723	5793	5645	7451	6382	6612	6992	7005	5420	6054	4902	3383	6817	6030	5229	6424	4590	3360	
11622	8327	7397	6759	5134	5467	4455	3383	4799	4899	6330	4096	4371	4812	3317	4979	3026	2747	2237	1413	2047	1843	1065	9.99999e+008	3143	3685	3207	3698	3778	3439	4178	4771	4717	5945	6233	6501	6923	10788	6858	6710	8124	7447	7677	7665	7678	6485	6395	5243	4448	6960	6173	5372	7097	5655	4425	
12461	9165	8235	7598	5972	6305	5293	4221	5204	5737	7168	4934	5209	5650	4155	5818	3864	3586	3076	2252	2886	1852	1904	2581	9.99999e+008	1392	1856	1605	1685	3721	4289	2678	4678	3851	4139	4408	4830	8695	4765	4617	8449	5354	5584	7990	7726	6418	7233	6081	5016	7799	7012	6211	7145	3562	3827	
13109	9814	8884	8246	6621	6954	5942	4870	5853	6386	7817	5583	5858	6299	4804	6466	4513	4234	3724	2900	3534	2501	2552	3230	649	9.99999e+008	2504	2253	2334	4370	4938	3327	5327	4500	4788	5057	5478	9344	5414	5266	9098	6003	6233	8639	8375	7067	7882	6730	5665	8447	7661	6859	7794	4211	4476	
12062	9238	8307	7670	6045	6378	5087	4294	4614	5531	7240	4728	5003	5071	3949	5612	3937	3658	3148	2324	2680	1362	1769	911	1199	1741	9.99999e+008	1753	1833	2733	3471	2826	4011	3999	4287	4556	4978	8843	4913	4765	7810	5502	5732	7351	7364	5779	6413	5261	3742	7400	7084	6005	6783	3710	3719	
12615	9656	8726	8089	6463	6796	5641	4712	5168	6085	7659	5282	5557	5412	4503	6165	4355	4078	3568	2744	3233	1915	2322	1465	1321	1864	1051	9.99999e+008	660	2449	3188	1796	3549	2828	3116	3384	3748	7565	3636	3487	7319	4224	4454	6860	6596	5288	6778	5602	4083	7953	7503	6558	6015	2432	2556	
13650	10691	9761	9124	7498	7831	6676	5747	6202	7120	8694	6317	6138	4752	5538	7200	5390	5113	4603	3779	4268	2950	3357	2499	2356	2899	2086	1035	9.99999e+008	2036	2775	1136	3136	2415	2701	2972	3286	7153	3223	3075	6907	3812	4042	6448	6184	4876	6094	4942	3423	8988	8538	7593	5603	2020	2142	
13579	10641	9711	9188	7562	7895	6584	5811	6111	7028	8644	6225	5963	4577	5446	7109	5454	5176	4666	3842	4176	2858	3265	2429	3317	3860	3047	1996	1886	9.99999e+008	739	1717	1278	2748	3036	3304	3668	7574	3555	3407	5078	4144	4374	4619	4632	3047	4538	4767	3246	8896	8488	7501	4051	2352	1965	
13872	10610	9680	9181	7720	8053	6555	5969	6082	6999	8613	6196	5932	4546	5417	7080	5612	5335	4825	4001	4147	2829	3236	2612	2578	3121	2308	1257	1148	1830	9.99999e+008	979	1448	2009	2297	2565	2929	6746	2816	2668	5248	3405	3635	4789	4802	3217	4709	4736	3217	8867	8457	7472	4221	1613	1936	
14252	11293	10363	9725	8100	8433	7277	6349	6804	7722	9296	6919	7103	5718	6140	7802	5992	5715	5205	4381	4870	3552	3959	3101	2958	3500	2688	1637	1527	3071	1716	9.99999e+008	2000	1279	1568	1836	2200	6017	2087	1939	5771	2676	2906	5312	5048	3740	5230	5509	4458	9590	9140	8195	4467	884	3177	
13092	9811	8881	8382	8472	8805	7110	6754	6637	6660	7814	5857	5133	3747	5973	7635	6397	6119	5609	4785	5119	3801	4208	3372	4026	4569	3756	2705	2596	2802	1448	2046	9.99999e+008	1698	1988	2256	2620	6296	2784	2358	3800	2955	3185	3341	3354	1769	3261	3938	4189	8429	7658	7133	2773	1302	2908	
14135	10855	9925	9426	9515	9848	8154	7828	7681	7704	8858	6901	6176	4791	7017	8679	7471	7192	6682	5858	6193	4875	5282	4445	4109	4651	4173	3122	3011	3875	2520	2400	2805	9.99999e+008	634	911	1218	5090	1511	1012	4844	1749	1979	4385	4120	2813	4303	4580	5263	9472	8701	8177	3539	1045	3982	
13676	10396	9466	8967	9056	9389	7696	7369	7222	7245	8399	6442	5718	4332	6558	8220	7012	6733	6223	5399	5734	4416	4823	3986	3985	4527	3714	2664	2552	3417	2062	1941	2346	481	9.99999e+008	859	1012	4632	1053	554	4386	1291	1521	3927	3661	2355	3845	4122	4804	9014	8243	7718	3080	586	3523	
14560	11280	10350	9851	9939	10272	8579	8205	8106	8129	9283	7326	6602	5216	7442	9104	7848	7569	7059	6235	6569	5251	5658	4822	4279	4822	4550	3499	3389	4252	2897	2778	3182	1595	1114	9.99999e+008	1217	5029	2167	1668	5269	2174	2404	4810	4448	3238	4728	5236	5639	9898	9127	8602	3867	1700	4358	
14286	11006	10076	9577	9666	9999	8305	7978	7832	7855	9009	7052	6328	4942	7168	8830	7621	7342	6832	6008	6342	5024	5431	4595	4593	5135	4323	3272	3161	4025	2670	2549	2955	1090	610	425	9.99999e+008	5242	1662	1164	4995	1901	2131	4536	4271	2964	4455	4732	5412	9624	8853	8328	3690	1194	4131	
16417	13137	12207	11708	11797	12130	10436	10918	9963	9986	11140	9183	8459	7073	9299	10961	10561	10282	9772	8948	9283	7965	8372	7535	8190	8733	7920	6869	6760	6965	5612	6201	5895	5191	4933	4749	5036	9.99999e+008	4052	4974	7126	3373	3512	6667	6402	5095	6585	7264	8353	11755	10984	10459	5821	4846	7072	
13682	10403	9473	8974	9062	9395	7702	8034	7229	7252	8406	6449	5724	4339	6565	8227	7677	7400	6890	6066	6555	5237	5644	4645	4643	5185	4373	3322	3211	4075	2720	2599	3005	1139	1773	1698	1381	4624	9.99999e+008	922	4754	1283	1513	4295	3653	2723	4213	4114	5462	9020	8250	7725	3072	1244	4181	
13122	9843	8913	8414	8502	8835	7142	7624	6669	6692	7846	5889	5164	3779	6005	7667	7266	6988	6478	5654	5988	4670	5077	4241	4896	5439	4626	3575	3466	3671	2318	2906	2601	1051	1685	1891	1880	4078	499	9.99999e+008	3832	737	967	3373	3109	1801	3291	3570	5058	8460	7689	7165	2528	1551	3777	
13230	9951	9020	8522	8610	8943	7250	7731	6777	6800	7953	5996	5272	3887	6112	7775	7374	7095	6585	5761	6096	4778	5185	4348	5003	5546	4733	3682	3573	3779	2425	3014	2709	2005	1785	1601	1888	3788	866	1788	9.99999e+008	446	678	3481	3216	1909	3399	4078	5166	8568	7797	7273	2635	1659	3885	
13650	10371	9440	8942	9030	9363	7670	8151	7197	7220	8373	6417	5692	4307	6532	8195	7794	7516	7006	6182	6516	5198	5605	4769	5423	5966	5153	4102	3993	4199	2845	3434	3129	2427	2168	1984	2271	3536	1288	2210	4360	9.99999e+008	1107	3901	3637	2329	3819	4498	5586	8988	8217	7693	3056	2079	4305	
13787	10507	9577	9078	9167	9500	7807	8288	7333	7356	8510	6553	5829	4443	6669	8331	7931	7652	7142	6318	6653	5335	5742	4905	5560	6103	5290	4239	4130	4336	2982	3581	3265	2563	2332	2149	2435	4040	1424	2346	4497	504	9.99999e+008	4038	3774	2466	3956	4635	5723	9125	8354	7829	3193	2583	4442	
13876	10596	9666	9167	9255	9588	7895	8377	7422	7445	8599	6642	5918	4532	6758	8420	8019	7741	7231	6407	6741	5423	5830	4994	5649	6192	5379	4328	4219	4424	3071	3669	3354	2652	2421	2237	2523	4402	1513	2435	4585	924	420	9.99999e+008	3862	2554	4044	4723	5811	9214	8443	7918	3281	2757	4530	
12287	9008	8077	7578	7667	8000	6307	7624	5834	5856	7010	5053	4329	2944	5169	6832	8221	7711	7099	6277	5966	6101	6508	5671	6326	6869	6056	5005	4896	5102	3748	4337	4031	3989	4177	3993	4280	6180	3258	4180	2392	2780	2276	1933	9.99999e+008	1746	3236	2717	5290	7625	6854	6330	800	2982	5208	
11322	8042	7112	6613	6701	7034	5341	6658	4868	4891	6045	4088	3364	1978	4204	5866	7255	6745	6133	5311	5000	5636	5617	5243	6202	6745	5934	5504	5393	4522	4183	4781	4466	4036	3816	3632	3919	5819	2897	3819	2031	2418	1914	1572	1585	9.99999e+008	1492	2169	3544	6660	5889	5364	1004	3416	4780	
10692	7413	6482	5984	6072	6405	4712	6029	4239	4262	5415	3459	2734	1349	3574	5237	6626	6116	5504	4682	4371	5007	4988	5588	6243	6786	5973	4922	4813	5018	3665	4253	3948	3905	4195	4358	4428	6545	3047	3969	2757	3203	2718	2298	2311	1663	9.99999e+008	1540	3816	6030	5259	4735	1730	2898	5124	
10113	6833	5903	5404	5493	5826	4133	5449	3659	3682	4836	2879	2155	769	2995	4657	6046	5536	4924	4102	3791	4427	4408	5085	6304	6846	6035	5165	5056	5013	3908	4495	4191	4147	4437	4612	4669	6800	3288	4210	3050	3438	2934	2591	2552	1904	1152	9.99999e+008	4033	5451	4680	4155	1971	3140	5269	
10675	7395	6465	5966	6054	6387	4694	6011	4221	4244	5398	3441	2717	1331	3557	5219	6608	6098	5486	4664	4353	4989	4970	4582	5541	6083	5272	5858	5748	3862	4601	5579	5140	5666	5956	6132	6188	8319	4807	5729	4569	4957	4453	4110	4072	3423	2672	1521	9.99999e+008	6013	5242	4717	3491	4659	4118	
4662	3319	2388	2613	4896	5229	3536	4852	2753	2541	2045	3307	3876	4966	3876	4060	5449	4939	4675	5534	5490	6102	6031	6709	7979	8521	7710	8556	8636	7954	8693	9629	9232	9544	9834	9879	10066	12066	8685	9607	8278	8665	8161	7819	7832	7301	6549	5397	7192	9.99999e+008	1165	3014	7251	8537	8428	
6695	3177	2247	1448	3730	4063	2370	3687	1588	1376	880	2142	2711	3801	2711	2895	4284	3774	3510	4369	4325	4937	4866	5544	6814	7356	6545	7391	7471	6789	7528	8464	8067	8379	8669	8714	8901	10901	7520	8442	7113	7500	6996	6654	6667	6136	5384	4232	6027	4004	9.99999e+008	1849	6086	7372	7263	
7589	4310	3380	2881	3051	3384	1691	3008	909	1159	2313	1925	1973	2414	919	2216	3605	3095	2831	2844	2533	3169	3150	3827	5045	5588	4777	5599	5679	5324	6063	6672	6602	6992	7282	7327	7514	9514	6133	7055	5726	6113	5609	5267	5280	4749	3997	2845	4640	2927	2157	9.99999e+008	4699	5985	5876	
11717	8438	7508	7009	7097	7430	5737	7054	5264	5287	6441	4484	3759	2374	4600	6262	7651	7141	6529	5707	5396	5531	5938	5102	5757	6300	5487	4436	4327	4532	3179	3767	3462	3419	3607	3423	3710	5610	2688	3610	1822	2210	1706	1363	586	1176	2667	2147	4720	7055	6285	5760	9.99999e+008	2412	4638	
14693	11510	10580	10081	8535	8868	7556	6784	7083	8000	9513	7197	6831	5446	6418	8081	6427	6148	5638	4814	5148	3830	4237	3401	3399	3941	3129	2078	1967	2831	1476	1355	1761	1007	1297	1566	1930	5745	1815	1667	5499	2404	2634	5040	4775	3468	4958	5237	4218	9868	9356	8473	4194	9.99999e+008	2937	
11593	9003	8073	7435	5810	6143	4619	4059	4146	5063	7006	4260	4535	3697	3481	5144	3702	3423	2913	2089	2211	893	1300	676	1637	2179	1368	2190	2271	1358	2097	3075	2636	4106	4394	4662	5026	8843	4913	4765	6436	5502	5732	5977	5990	4405	5039	3887	2367	6931	6849	5536	5409	3710	9.99999e+008	

